feuille,fichier,page,largeur_pt,hauteur_pt,raster_px,classement_fichier,nb_mots,jetons_frequents,titre
E209,01-PLANS.pdf,22,3456.00,2592.00,5694x4271,plans,284,V1.1×27 DE×7 /×7 D.T.×6 DU×5 -×4 POUR×4 No.×4 3×3 À×3 TOIT×3 HAUTEUR×2 PRISE×2 MAINTENANCE×2 UNE×2 CONSTRUCTION×2 Titre×2 du×2 Drawing×2 title×2 Rev.×2 Client×2 QC×2 H.×2 BLIER×2,"V1.1 O.1 V1.1 P.1 Dessin Scale: Échelle: Date: Titre Titre Client du du No. PLAN RACCORDEMENT PRISES, ÉLECTRIQUE dessin projet / Client / Drawing 3/32""=1'-0"" 17"
E300,01-PLANS.pdf,23,3456.00,2592.00,5694x4271,plans,697,300X600×115 UE2.1-11×31 UE1.1-7×30 UE2.1-9×29 UE1.1-9×27 UE2.1-7×25 UE1.1-5×23 V1.5×21 V1.1×18 UE1.1-11×14 DE×8 RANGEMENT×7 /×7 -×6 ÉLECTRIQUE×6 UN×6 À×5 DU×5 ESCALIER×4 LUMINAIRE×4 COULOIR×4 No.×4 LE×3 EST×3 MUR×3,"O.1 V1.1 P.1 V1.1 Dessin Scale: Échelle: Date: Titre Titre Client du du No. PLAN ÉCLAIRAGE ÉLECTRIQUE dessin projet / Client / Drawing 3/32""=1'-0"" 17.06.2025 / "
E301,01-PLANS.pdf,24,3456.00,2592.00,5694x4271,plans,801,V1.1×88 LG01×57 300X600×46 UE2.1-15×33 UE1.1-15×32 Q×29 UE2.1-17×22 L×21 UE1.1-13×21 UNITÉ×18 V1.0×10 LG02×10 LG05×7 LG09×7 /×7 V1.5×6 ESCALIER×6 LGC4.60×5 DE×5 LGC3.54×4 LGC5.66×4 -×4 ÉLECTRIQUE×4 DU×4 UE1.1-12×4,"O.1 V1.1 P.1 V1.1 Dessin Scale: Échelle: Date: Titre Titre Client du du No. PLAN ÉCLAIRAGE ÉLECTRIQUE dessin projet / Client / Drawing 3/32""=1'-0"" 17.06.2025 / "
E302,01-PLANS.pdf,25,3456.00,2592.00,5694x4271,plans,650,V1.1×105 LG01×65 Q×28 300X600×28 L×24 UNITÉ×21 LGC4.60×16 LG02×14 UE2.1-19×12 UE1.1-17×11 LG05×8 /×7 ESCALIER×5 LGC3.54×4 LGC9.96×4 -×4 ÉLECTRIQUE×4 DE×4 DU×4 No.×4 LGC8.90×3 K×3 LGC5.66×3 1×3 3×3,"O.1 V1.1 P.1 V1.1 Dessin Scale: Échelle: Date: Titre Titre Client du du No. PLAN ÉCLAIRAGE ÉLECTRIQUE dessin projet / Client / Drawing 3/32""=1'-0"" 17.06.2025 / "
E303,01-PLANS.pdf,26,3456.00,2592.00,5694x4271,plans,643,V1.1×106 LG01×69 Q×31 300X600×29 L×23 UNITÉ×21 LG02×15 LGC4.60×14 UE2.1-21×12 UE1.1-19×11 /×7 LGC3.54×6 LG05×5 V1.5×5 LGC2.48×4 -×4 ÉLECTRIQUE×4 DE×4 DU×4 No.×4 LGC9.96×3 3×3 UN×3 MUR×3 POUR×3,"O.1 V1.1 P.1 V1.1 Dessin Scale: Échelle: Date: Titre Titre Client du du No. PLAN ÉCLAIRAGE ÉLECTRIQUE dessin projet / Client / Drawing 3/32""=1'-0"" 17.06.2025 / "
E304,01-PLANS.pdf,27,3456.00,2592.00,5694x4271,plans,643,V1.1×106 LG01×69 Q×31 300X600×29 L×23 UNITÉ×21 LG02×15 LGC4.60×14 UE2.1-23×12 UE1.1-21×11 /×7 LGC3.54×6 LG05×5 V1.5×5 LGC2.48×4 -×4 ÉLECTRIQUE×4 DE×4 DU×4 No.×4 LGC9.96×3 3×3 UN×3 MUR×3 POUR×3,"O.1 V1.1 P.1 V1.1 Dessin Scale: Échelle: Date: Titre Titre Client du du No. PLAN ÉCLAIRAGE ÉLECTRIQUE dessin projet / Client / Drawing 3/32""=1'-0"" 17.06.2025 / "
E305,01-PLANS.pdf,28,3456.00,2592.00,5694x4271,plans,643,V1.1×106 LG01×69 Q×31 300X600×29 L×23 UNITÉ×21 LG02×15 LGC4.60×14 UE2.1-25×12 UE1.1-23×11 /×7 LGC3.54×6 LG05×5 V1.5×5 LGC2.48×4 -×4 ÉLECTRIQUE×4 DE×4 DU×4 No.×4 LGC9.96×3 3×3 UN×3 MUR×3 POUR×3,"O.1 V1.1 P.1 V1.1 Dessin Scale: Échelle: Date: Titre Titre Client du du No. PLAN ÉCLAIRAGE ÉLECTRIQUE dessin projet / Client / Drawing 3/32""=1'-0"" 17.06.2025 / "
E306,01-PLANS.pdf,29,3456.00,2592.00,5694x4271,plans,643,V1.1×106 LG01×69 Q×31 300X600×29 L×23 UNITÉ×21 LG02×15 LGC4.60×14 UE2.2-1×12 UE1.2-1×11 /×7 LGC3.54×6 LG05×5 V1.5×5 LGC2.48×4 -×4 ÉLECTRIQUE×4 DE×4 DU×4 No.×4 LGC9.96×3 3×3 UN×3 MUR×3 POUR×3,"O.1 V1.1 P.1 V1.1 Dessin Scale: Échelle: Date: Titre Titre Client du du No. PLAN ÉCLAIRAGE ÉLECTRIQUE dessin projet / Client / Drawing 3/32""=1'-0"" 17.06.2025 / "
E307,01-PLANS.pdf,30,3456.00,2592.00,5694x4271,plans,460,V1.1×67 LG01×31 Q×15 L×12 UE2.2-3×12 UNITÉ×11 LG02×9 /×7 LGC4.60×5 LGC3.54×4 -×4 ÉLECTRIQUE×4 DE×4 DU×4 No.×4 V1.5×3 LGC9.96×3 3×3 UN×3 MUR×3 ESCALIER×3 UE1.2-3×3 POUR×3 LGC8.90×2 LGC2.48×2,"O.1 V1.1 P.1 V1.1 Dessin Scale: Échelle: Date: Titre Titre Client du du No. PLAN ÉCLAIRAGE ÉLECTRIQUE dessin projet / Client / Drawing 3/32""=1'-0"" 17.06.2025 / "
E308,01-PLANS.pdf,31,3456.00,2592.00,5694x4271,plans,416,V1.1×61 LG01×36 Q×13 V1.5×11 UE2.2-5×10 L×8 /×7 LG02×6 UNITÉ×6 -×4 ÉLECTRIQUE×4 DE×4 DU×4 No.×4 3×3 UN×3 MUR×3 ESCALIER×3 POUR×3 08E1×2 08E2×2 LGC4.60×2 LGC22×2 LGC5.66×2 LG09×2,"V1.1 O.1 V1.1 P.1 Dessin Scale: Échelle: Date: Titre Titre Client du du No. PLAN ÉCLAIRAGE ÉLECTRIQUE dessin projet / Client / Drawing 3/32""=1'-0"" 17.06.2025 / "
E309,01-PLANS.pdf,32,3456.00,2592.00,5694x4271,plans,193,/×7 No.×4 POUR×3 1×3 DU×3 Titre×2 du×2 Drawing×2 title×2 Rev.×2 -×2 Client×2 QC×2 by:×2 par:×2 ÉMIS×2 NE×1 PAS×1 UTILISER×1 CONSTRUCTION×1 NORMES×1 BÂTIMENTS×1 GRANDE×1 HAUTEUR×1 APPLICABLES×1,"Dessin Scale: Échelle: Date: Titre Titre Client du du No. PLAN ÉCLAIRAGE ÉLECTRIQUE dessin projet / Client / Drawing 3/32""=1'-0"" 17.06.2025 / Drawing / Project "
E400,01-PLANS.pdf,33,3456.00,2592.00,5694x4271,plans,924,300X600×115 DE×30 K×29 DF1×22 V1.5×21 V1.1×18 1200mm×18 CONSTRUCTION×17 AU×16 GYPSE×15 1H×15 FEU×15 WW×12 -×11 MA×11 22K×9 DU×7 DV×7 RANGEMENT×7 /×7 ÉLECTRIQUE×6 R×6 INCENDIE×6 UN×5 POUR×5,"O.1 V1.1 P.1 V1.1 Dessin Scale: Échelle: Date: Titre Titre Client du du No. PLAN ALARME ÉLECTRIQUE dessin projet / Client / Drawing 3/32""=1'-0"" 17.06.2025 / Dra"
E401,01-PLANS.pdf,34,3456.00,2592.00,5694x4271,plans,1240,V1.1×88 AF1-5×69 LG01×57 300X600×46 KS×46 Q×29 DF1×29 185CD×28 L×21 DE×21 UNITÉ×18 15CD×18 UN×14 -×13 V1.0×10 LG02×10 DU×8 LG05×7 LG09×7 K×7 /×7 V1.5×6 ESCALIER×6 ÊTRE×6 DM×6,"O.1 V1.1 P.1 V1.1 Dessin Scale: Échelle: Date: Titre Titre Client du du No. PLAN ALARME ÉLECTRIQUE dessin projet / Client / Drawing 3/32""=1'-0"" 17.06.2025 / Dra"
E402,01-PLANS.pdf,35,3456.00,2592.00,5694x4271,plans,1027,V1.1×105 LG01×65 AF-5×55 KS×53 185CD×32 Q×28 300X600×28 L×24 UNITÉ×21 15CD×21 LGC4.60×16 LG02×14 DE×14 -×11 DF1×9 LG05×8 DU×7 /×7 WW×6 K×5 UN×5 POUR×5 ESCALIER×5 LGC3.54×4 LGC9.96×4,"V1.1 O.1 V1.1 P.1 Dessin Scale: Échelle: Date: Titre Titre Client du du No. PLAN ALARME ÉLECTRIQUE dessin projet / Client / Drawing 3/32""=1'-0"" 17.06.2025 / Dra"
E403,01-PLANS.pdf,36,3456.00,2592.00,5694x4271,plans,1027,V1.1×106 LG01×69 AF-5×57 KS×54 185CD×33 Q×31 300X600×29 L×23 UNITÉ×21 15CD×21 LG02×15 LGC4.60×14 DE×14 -×11 DF1×8 DU×7 /×7 LGC3.54×6 WW×6 LG05×5 V1.5×5 UN×5 POUR×5 LGC2.48×4 NOTE×4,"O.1 V1.1 P.1 V1.1 Dessin Scale: Échelle: Date: Titre Titre Client du du No. PLAN ALARME ÉLECTRIQUE dessin projet / Client / Drawing 3/32""=1'-0"" 17.06.2025 / Dra"
E404,01-PLANS.pdf,37,3456.00,2592.00,5694x4271,plans,1027,V1.1×106 LG01×69 AF-5×57 KS×54 185CD×33 Q×31 300X600×29 L×23 UNITÉ×21 15CD×21 LG02×15 LGC4.60×14 DE×14 -×11 DF1×8 DU×7 /×7 LGC3.54×6 WW×6 LG05×5 V1.5×5 UN×5 POUR×5 LGC2.48×4 NOTE×4,"O.1 V1.1 P.1 V1.1 Dessin Scale: Échelle: Date: Titre Titre Client du du No. PLAN ALARME ÉLECTRIQUE dessin projet / Client / Drawing 3/32""=1'-0"" 17.06.2025 / Dra"
E405,01-PLANS.pdf,38,3456.00,2592.00,5694x4271,plans,1029,V1.1×106 LG01×69 AF-5×57 KS×54 185CD×33 Q×31 300X600×29 L×23 UNITÉ×21 15CD×21 LG02×15 LGC4.60×14 DE×14 -×11 DF1×9 DU×7 /×7 LGC3.54×6 WW×6 LG05×5 V1.5×5 UN×5 POUR×5 LGC2.48×4 NOTE×4,"O.1 V1.1 P.1 V1.1 Dessin Scale: Échelle: Date: Titre Titre Client du du No. PLAN ALARME ÉLECTRIQUE dessin projet / Client / Drawing 3/32""=1'-0"" 17.06.2025 / Dra"
E406,01-PLANS.pdf,39,3456.00,2592.00,5694x4271,plans,1030,V1.1×106 LG01×69 AF-5×57 KS×54 185CD×33 Q×31 300X600×29 L×23 UNITÉ×21 15CD×21 LG02×15 LGC4.60×14 DE×14 -×11 DF1×8 DU×7 /×7 LGC3.54×6 LG05×5 V1.5×5 UN×5 POUR×5 DF2×5 WW×5 LGC2.48×4,"O.1 V1.1 P.1 V1.1 Dessin Scale: Échelle: Date: Titre Titre Client du du No. PLAN ALARME ÉLECTRIQUE dessin projet / Client / Drawing 3/32""=1'-0"" 17.06.2025 / Dra"
E407,01-PLANS.pdf,40,3456.00,2592.00,5694x4271,plans,750,V1.1×67 AF-5×32 LG01×31 KS×27 Q×15 185CD×15 DE×14 L×12 15CD×12 -×11 UNITÉ×11 LG02×9 DF1×8 DU×7 /×7 WW×6 LGC4.60×5 UN×5 POUR×5 R×5 LGC3.54×4 K×4 NOTE×4 ÉLECTRIQUE×4 ET×4,"O.1 V1.1 P.1 V1.1 Dessin Scale: Échelle: Date: Titre Titre Client du du No. PLAN ALARME ÉLECTRIQUE dessin projet / Client / Drawing 3/32""=1'-0"" 17.06.2025 / Dra"
E408,01-PLANS.pdf,41,3456.00,2592.00,5694x4271,plans,669,V1.1×61 LG01×36 AF-5×24 KS×20 DE×14 185CD×14 Q×13 V1.5×11 -×11 L×8 DU×7 /×7 LG02×6 UNITÉ×6 15CD×6 R×6 UN×5 POUR×5 DF1×5 NOTE×4 ÉLECTRIQUE×4 ET×4 ASC-1×4 No.×4 3×3,"O.1 V1.1 P.1 V1.1 Dessin Scale: Échelle: Date: Titre Titre Client du du No. PLAN ALARME ÉLECTRIQUE dessin projet / Client / Drawing 3/32""=1'-0"" 17.06.2025 / Dra"
E409,01-PLANS.pdf,42,3456.00,2592.00,5694x4271,plans,194,/×7 No.×4 POUR×3 1×3 DU×3 Titre×2 du×2 Drawing×2 title×2 Rev.×2 -×2 Client×2 QC×2 by:×2 par:×2 ÉMIS×2 NE×1 PAS×1 UTILISER×1 CONSTRUCTION×1 NORMES×1 BÂTIMENTS×1 GRANDE×1 HAUTEUR×1 APPLICABLES×1,"Dessin Scale: Échelle: Date: Titre Titre Client du du No. PLAN ALARME ÉLECTRIQUE dessin projet / Client / Drawing 3/32""=1'-0"" 17.06.2025 / Drawing / Project 20 "
E500,01-PLANS.pdf,43,3456.00,2592.00,5694x4271,plans,1783,DE×74 DU×36 LE×32 LES×28 6×26 -×26 ET×25 À×21 LA×18 B×18 ÊTRE×16 G×15 CONDUITS×14 POUR×14 DES×14 DOIT×14 1×13 2×13 DANS×13 PROJETÉ×11 MASSIF×10 SOL×10 AUX×10 HQ×10 PUISARD×10,Dessin Scale: Échelle: Date: Titre Titre Client du du No. PLAN ÉLECTRIQUE dessin projet / Client / Drawing 1 17.06.2025 / Drawing / Project : 200 20 No. title t
E501,01-PLANS.pdf,44,3456.00,2592.00,5694x4271,plans,163,/×7 No.×4 ÉMIS×4 POUR×4 -×3 CONSTRUCTION×3 90%×3 H.B×3 NORMES×2 Titre×2 du×2 Drawing×2 title×2 Rev.×2 Client×2 QC×2 DU×2 H.×2 BLIER×2 ing.×2 by:×2 par:×2 3×2 1×2 H-Q×2,Dessin Scale: Échelle: Date: Titre Titre Client du du No. NORMES ÉLECTRIQUE dessin projet / Client / Drawing AUCUNE 17.06.2025 / Drawing / Project 20 No. title 
