cote,page_humaine,feuille_ia,libelle,x_px,y_px,x_norm,y_norm,x_px_ia,y_px_ia,statut,id,id_apparie,libelle_apparie,distance_px_ia
humain,E400,E400,Luminaire DR5,1932,2849,0.3393,0.7084,1932,2849,appariée,H:E400:53,IA:E400:53,Luminaire DR5,0.2
humain,E400,E400,Luminaire DR5,1644,2724,0.2887,0.6773,1644,2724,appariée,H:E400:54,IA:E400:54,Luminaire DR5,0.3
humain,E400,E400,Luminaire DR5,1644,2849,0.2887,0.7084,1644,2849,appariée,H:E400:55,IA:E400:55,Luminaire DR5,0.3
humain,E400,E400,Luminaire DR5,1934,2724,0.3397,0.6773,1934,2724,appariée,H:E400:56,IA:E400:56,Luminaire DR5,0.1
humain,E400,E400,Luminaire DR51,2267,3317,0.3981,0.8247,2267,3318,appariée,H:E400:57,IA:E400:57,Luminaire DR51,0.7
humain,E400,E400,Luminaire DR51,1996,1768,0.3505,0.4396,1996,1767,appariée,H:E400:58,IA:E400:58,Luminaire DR51,0.7
humain,E400,E400,Luminaire DR51,1980,2093,0.3477,0.5204,1980,2093,appariée,H:E400:59,IA:E400:59,Luminaire DR51,0.4
humain,E400,E400,Luminaire DR51,2189,2231,0.3844,0.5547,2189,2231,appariée,H:E400:60,IA:E400:60,Luminaire DR51,0.3
humain,E400,E400,Luminaire DR51,2169,2555,0.3809,0.6353,2169,2555,appariée,H:E400:61,IA:E400:61,Luminaire DR51,0.2
humain,E400,E400,Luminaire DR51,2190,2795,0.3846,0.6949,2190,2795,appariée,H:E400:62,IA:E400:62,Luminaire DR51,0.3
humain,E400,E400,Luminaire DR51,1512,2991,0.2655,0.7437,1512,2991,appariée,H:E400:63,IA:E400:63,Luminaire DR51,0.5
humain,E400,E400,Luminaire DR51,1796,2993,0.3154,0.7442,1796,2993,appariée,H:E400:64,IA:E400:64,Luminaire DR51,0.4
humain,E400,E400,Luminaire DR52,1411,1641,0.2478,0.4080,1411,1640,appariée,H:E400:65,IA:E400:65,Luminaire DR52,0.9
humain,E400,E400,Luminaire DR52,2146,3126,0.3769,0.7772,2146,3126,appariée,H:E400:66,IA:E400:66,Luminaire DR52 service continu,0.5
humain,E400,E400,Luminaire DR52,1731,1694,0.3040,0.4212,1731,1693,appariée,H:E400:67,IA:E400:67,Luminaire DR52 service continu,0.8
humain,E400,E400,Luminaire DR52,2190,1943,0.3846,0.4831,2190,1942,appariée,H:E400:68,IA:E400:68,Luminaire DR52 service continu,0.6
humain,E400,E400,Luminaire DR52,2083,2993,0.3658,0.7442,2083,2993,appariée,H:E400:69,IA:E400:69,Luminaire DR52 service continu,0.4
humain,E400,E400,Luminaire DW4,1632,2525,0.2866,0.6278,1632,2525,appariée,H:E400:70,IA:E400:70,Luminaire DW4,0.2
humain,E400,E400,Luminaire DW4,1841,2506,0.3233,0.6231,1841,2506,appariée,H:E400:71,IA:E400:71,Luminaire DW4,0.1
humain,E400,E400,Luminaire DW4,1975,2511,0.3469,0.6243,1975,2511,appariée,H:E400:72,IA:E400:72,Luminaire DW4,0.1
humain,E400,E400,Phare double,2232,2478,0.3920,0.6161,2232,2478,appariée,H:E400:73,IA:E400:73,Phare urgence double mural,2.8
humain,E400,E400,Phare simple PH1,1427,2900,0.2506,0.7210,1427,2900,appariée,H:E400:74,IA:E400:74,Phare urgence simple mural,0.5
humain,E400,E400,Phare simple PH1,1742,2867,0.3059,0.7128,1742,2867,appariée,H:E400:75,IA:E400:75,Phare urgence simple mural,0.3
humain,E400,E400,Phare simple PH1,1742,2376,0.3059,0.5908,1742,2376,appariée,H:E400:76,IA:E400:76,Phare urgence simple mural,0.2
humain,E400,E400,Phare simple PH1,2044,2540,0.3590,0.6315,2044,2540,appariée,H:E400:77,IA:E400:77,Phare urgence simple mural,0.1
humain,E401,E401,Accumulateur 18W + enseigne,2758,1986,0.4844,0.4938,2755,2004,appariée,H:E401:1,IA:E401:3,Accumulateur c/a 2 phares + enseigne,26.3
humain,E401,E401,Accumulateur 18W + enseigne,2001,2927,0.3514,0.7277,2011,2928,appariée,H:E401:2,IA:E401:6,Accumulateur c/a 2 phares + enseigne,13.6
humain,E401,E401,Accumulateur 36W,2247,2402,0.3946,0.5972,2253,2413,appariée,H:E401:3,IA:E401:2,Accumulateur c/a 2 phares,21.0
humain,E401,E401,Accumulateur 36W,1156,1787,0.2030,0.4443,1182,1809,appariée,H:E401:4,IA:E401:1,Accumulateur c/a 2 phares,27.9
humain,E401,E401,Accumulateur 36W + enseigne,2014,2412,0.3537,0.5997,2024,2423,appariée,H:E401:5,IA:E401:4,Accumulateur c/a 2 phares + enseigne,28.7
humain,E401,E401,Accumulateur 36W + enseigne,2346,2674,0.4120,0.6648,2350,2680,appariée,H:E401:6,IA:E401:5,Accumulateur c/a 2 phares + enseigne,12.2
humain,E401,E401,Accumulateur 36W + enseigne,2799,3112,0.4916,0.7737,2795,3110,appariée,H:E401:7,IA:E401:7,Accumulateur c/a 2 phares + enseigne (flèche),38.7
humain,E401,E401,Bouton-poussoir B,2014,2370,0.3537,0.5893,2024,2381,appariée,H:E401:8,IA:E401:8,Bouton-poussoir (B),15.3
humain,E401,E401,Bouton-poussoir B,1424,2679,0.2501,0.6661,1445,2685,appariée,H:E401:9,IA:E401:9,Bouton-poussoir (B),21.6
humain,E401,E401,Bouton-poussoir B,1670,3057,0.2933,0.7601,1686,3056,appariée,H:E401:10,IA:E401:10,Bouton-poussoir (B),16.4
humain,E401,E401,Bouton-poussoir B,1851,3057,0.3251,0.7601,1864,3056,appariée,H:E401:11,IA:E401:11,Bouton-poussoir (B),13.2
humain,E401,E401,Bouton-poussoir B,2720,3011,0.4777,0.7486,2718,3011,appariée,H:E401:12,IA:E401:12,Bouton-poussoir (B),2.3
humain,E401,E401,Bouton-poussoir B,3372,2976,0.5922,0.7399,3358,2977,appariée,H:E401:13,IA:E401:13,Bouton-poussoir (B),13.9
humain,E401,E401,Bouton-poussoir B,3083,3250,0.5414,0.8081,3074,3246,appariée,H:E401:14,IA:E401:14,Bouton-poussoir (B),9.8
humain,E401,E401,Bouton-poussoir B,3372,3271,0.5922,0.8133,3358,3266,appariée,H:E401:15,IA:E401:15,Bouton-poussoir (B),14.7
humain,E401,E401,Bouton-poussoir B,2799,3251,0.4916,0.8083,2795,3247,appariée,H:E401:16,IA:E401:16,Bouton-poussoir (B),5.8
humain,E401,E401,Bouton-poussoir B,2985,2758,0.5242,0.6857,2978,2762,appariée,H:E401:17,IA:E401:17,Bouton-poussoir (B),8.3
humain,E401,E401,Bouton-poussoir B,2909,2490,0.5109,0.6191,2903,2499,appariée,H:E401:18,IA:E401:18,Bouton-poussoir (B),10.8
humain,E401,E401,Bouton-poussoir B,2757,2060,0.4842,0.5122,2754,2077,appariée,H:E401:19,IA:E401:19,Bouton-poussoir (B),17.1
humain,E401,E401,Bouton-poussoir B,2838,2379,0.4984,0.5915,2834,2390,appariée,H:E401:20,IA:E401:20,Bouton-poussoir (B),12.0
humain,E401,E401,Bouton-poussoir B,1772,2684,0.3112,0.6673,1787,2690,appariée,H:E401:21,IA:E401:21,Bouton-poussoir (B),15.6
humain,E401,E401,Bouton-poussoir B,1896,2718,0.3330,0.6758,1908,2723,appariée,H:E401:22,IA:E401:22,Bouton-poussoir (B),13.4
humain,E401,E401,Bouton-poussoir B,1131,3256,0.1986,0.8095,1157,3252,appariée,H:E401:23,IA:E401:23,Bouton-poussoir (B),26.4
humain,E401,E401,Bouton-poussoir B,1029,2103,0.1807,0.5229,1057,2119,appariée,H:E401:24,IA:E401:24,Bouton-poussoir (B),32.1
humain,E401,E401,Détecteur inoccupation Do,1588,1659,0.2789,0.4125,1606,1683,appariée,H:E401:25,IA:E401:41,Détecteur inoccupation mural (Do),29.9
humain,E401,E401,Détecteur inoccupation Do,1811,2517,0.3181,0.6258,1825,2526,appariée,H:E401:26,IA:E401:48,Détecteur inoccupation plafond (Do),16.4
humain,E401,E401,Détecteur inoccupation Do,1540,2517,0.2705,0.6258,1559,2526,appariée,H:E401:27,IA:E401:49,Détecteur inoccupation plafond (Do),20.6
humain,E401,E401,Détecteur inoccupation Do,1154,2557,0.2027,0.6358,1180,2565,appariée,H:E401:28,IA:E401:50,Détecteur inoccupation plafond (Do),26.8
humain,E401,E401,Détecteur inoccupation Do,1019,2733,0.1790,0.6795,1047,2738,appariée,H:E401:29,IA:E401:51,Détecteur inoccupation plafond (Do),28.4
humain,E401,E401,Détecteur inoccupation Do,1223,2766,0.2148,0.6877,1247,2770,appariée,H:E401:30,IA:E401:42,Détecteur inoccupation mural (Do),24.7
humain,E401,E401,Détecteur inoccupation Do,1437,3254,0.2524,0.8091,1458,3250,appariée,H:E401:31,IA:E401:52,Détecteur inoccupation plafond (Do),21.0
humain,E401,E401,Détecteur inoccupation Do,1599,3254,0.2808,0.8091,1617,3250,appariée,H:E401:32,IA:E401:53,Détecteur inoccupation plafond (Do),18.2
humain,E401,E401,Détecteur inoccupation Do,1919,3268,0.3370,0.8125,1931,3263,appariée,H:E401:33,IA:E401:54,Détecteur inoccupation plafond (Do),12.8
humain,E401,E401,Détecteur inoccupation Do,2515,3113,0.4417,0.7740,2516,3111,appariée,H:E401:34,IA:E401:55,Détecteur inoccupation plafond (Do),2.3
humain,E401,E401,Détecteur inoccupation Do,2515,3330,0.4417,0.8279,2516,3324,appariée,H:E401:35,IA:E401:56,Détecteur inoccupation plafond (Do),5.9
humain,E401,E401,Détecteur inoccupation Do,3459,2954,0.6075,0.7345,3444,2955,appariée,H:E401:36,IA:E401:57,Détecteur inoccupation plafond (Do),15.5
humain,E401,E401,Détecteur inoccupation Do,3226,2956,0.5666,0.7350,3215,2957,appariée,H:E401:37,IA:E401:58,Détecteur inoccupation plafond (Do),11.4
humain,E401,E401,Détecteur inoccupation Do,2986,2794,0.5244,0.6947,2979,2798,appariée,H:E401:38,IA:E401:43,Détecteur inoccupation mural (Do),8.0
humain,E401,E401,Détecteur inoccupation Do,3457,3291,0.6071,0.8182,3442,3286,appariée,H:E401:39,IA:E401:59,Détecteur inoccupation plafond (Do),16.3
humain,E401,E401,Détecteur inoccupation Do,3172,3332,0.5571,0.8284,3162,3326,appariée,H:E401:40,IA:E401:60,Détecteur inoccupation plafond (Do),11.9
humain,E401,E401,Détecteur inoccupation Do,2885,3340,0.5067,0.8304,2880,3334,appariée,H:E401:41,IA:E401:61,Détecteur inoccupation plafond (Do),8.0
humain,E401,E401,Détecteur inoccupation Do,3091,2578,0.5429,0.6410,3082,2586,appariée,H:E401:42,IA:E401:62,Détecteur inoccupation plafond (Do),11.7
humain,E401,E401,Détecteur inoccupation Do,3375,2578,0.5927,0.6410,3361,2586,appariée,H:E401:43,IA:E401:63,Détecteur inoccupation plafond (Do),15.9
humain,E401,E401,Détecteur inoccupation Do,2840,2145,0.4988,0.5333,2836,2160,appariée,H:E401:44,IA:E401:64,Détecteur inoccupation plafond (Do),15.9
humain,E401,E401,Détecteur inoccupation Do,3145,2138,0.5523,0.5316,3135,2153,appariée,H:E401:45,IA:E401:65,Détecteur inoccupation plafond (Do),18.3
humain,E401,E401,Détecteur inoccupation Do,3457,2131,0.6071,0.5298,3442,2147,appariée,H:E401:46,IA:E401:66,Détecteur inoccupation plafond (Do),21.9
humain,E401,E401,Détecteur inoccupation Do,2722,2489,0.4780,0.6188,2720,2498,appariée,H:E401:47,IA:E401:44,Détecteur inoccupation mural (Do),9.5
humain,E401,E401,Détecteur inoccupation Do,2365,1755,0.4153,0.4364,2369,1777,appariée,H:E401:48,IA:E401:45,Détecteur inoccupation mural (Do),22.6
humain,E401,E401,Détecteur inoccupation Do,1654,2774,0.2905,0.6897,1671,2778,appariée,H:E401:49,IA:E401:67,Détecteur inoccupation plafond (Do),17.2
humain,E401,E401,Détecteur inoccupation Do,1984,2809,0.3484,0.6984,1995,2812,appariée,H:E401:50,IA:E401:68,Détecteur inoccupation plafond (Do),11.3
humain,E401,E401,Détecteur inoccupation Do,1137,3350,0.1997,0.8329,1163,3344,appariée,H:E401:51,IA:E401:69,Détecteur inoccupation plafond (Do),26.6
humain,E401,E401,Détecteur inoccupation Do,1697,1670,0.2980,0.4152,1713,1694,appariée,H:E401:52,IA:E401:46,Détecteur inoccupation mural (Do),28.6
humain,E401,E401,Détecteur inoccupation Do,2908,2977,0.5107,0.7402,2902,2977,appariée,H:E401:53,IA:E401:47,Détecteur inoccupation mural (Do),5.7
humain,E401,E401,Détecteur occupation Di,3016,3120,0.5297,0.7757,3008,3118,appariée,H:E401:54,IA:E401:27,Détecteur infrarouge plafond (Di),7.9
humain,E401,E401,Détecteur occupation Di,3301,3120,0.5797,0.7757,3288,3118,appariée,H:E401:55,IA:E401:28,Détecteur infrarouge plafond (Di),12.8
humain,E401,E401,Détecteur occupation Di,2388,2140,0.4194,0.5321,2392,2155,appariée,H:E401:56,IA:E401:29,Détecteur infrarouge plafond (Di),15.8
humain,E401,E401,Détecteur occupation Di,2580,2114,0.4531,0.5256,2580,2130,appariée,H:E401:57,IA:E401:30,Détecteur infrarouge plafond (Di),15.9
humain,E401,E401,Détecteur occupation Di,2302,2255,0.4043,0.5607,2307,2268,appariée,H:E401:58,IA:E401:31,Détecteur infrarouge plafond (Di),14.3
humain,E401,E401,Détecteur occupation Di,2378,2255,0.4176,0.5607,2382,2268,appariée,H:E401:59,IA:E401:32,Détecteur infrarouge plafond (Di),13.9
humain,E401,E401,Détecteur occupation Di,2462,2255,0.4324,0.5607,2464,2268,appariée,H:E401:60,IA:E401:33,Détecteur infrarouge plafond (Di),13.5
humain,E401,E401,Détecteur occupation Di,2539,2255,0.4459,0.5607,2540,2268,appariée,H:E401:61,IA:E401:34,Détecteur infrarouge plafond (Di),13.4
humain,E401,E401,Détecteur occupation Di,2614,2255,0.4591,0.5607,2614,2268,appariée,H:E401:62,IA:E401:35,Détecteur infrarouge plafond (Di),13.4
humain,E401,E401,Détecteur occupation Di,2696,2256,0.4735,0.5609,2694,2269,appariée,H:E401:63,IA:E401:36,Détecteur infrarouge plafond (Di),13.5
humain,E401,E401,Détecteur occupation Di,2528,2747,0.4440,0.6830,2529,2752,appariée,H:E401:64,IA:E401:37,Détecteur infrarouge plafond (Di),4.7
humain,E401,E401,Détecteur occupation Di,2789,2873,0.4898,0.7143,2785,2875,appariée,H:E401:65,IA:E401:38,Détecteur infrarouge plafond (Di),4.2
humain,E401,E401,Détecteur occupation Di,2820,2618,0.4953,0.6509,2816,2625,appariée,H:E401:66,IA:E401:39,Détecteur infrarouge plafond (Di),8.0
humain,E401,E401,Détecteur occupation Di,2539,1738,0.4459,0.4321,2540,1761,appariée,H:E401:67,IA:E401:40,Détecteur infrarouge plafond (Di),22.6
humain,E401,E401,Enseigne de sortie,1411,1797,0.2478,0.4468,1432,1819,appariée,H:E401:68,IA:E401:70,Enseigne issue 1 face murale tout droit,33.0
humain,E401,E401,Enseigne de sortie,990,1917,0.1739,0.4766,1018,1936,appariée,H:E401:69,IA:E401:75,Enseigne issue 1 face plafond tout droit,34.5
humain,E401,E401,Enseigne de sortie,1119,1917,0.1965,0.4766,1145,1936,appariée,H:E401:70,IA:E401:76,Enseigne issue 1 face plafond tout droit,32.6
humain,E401,E401,Enseigne de sortie,2464,1931,0.4327,0.4801,2466,1950,appariée,H:E401:71,IA:E401:72,Enseigne issue 1 face murale tout droit,21.2
humain,E401,E401,Enseigne de sortie,2703,1805,0.4747,0.4488,2701,1826,appariée,H:E401:72,IA:E401:71,Enseigne issue 1 face murale tout droit,25.5
humain,E401,E401,Enseigne de sortie,2118,2070,0.3720,0.5147,2126,2087,appariée,H:E401:73,IA:E401:79,Enseigne issue 2 faces plafond,23.2
humain,E401,E401,Enseigne de sortie,2237,2072,0.3929,0.5152,2243,2089,appariée,H:E401:74,IA:E401:77,Enseigne issue 2 faces murale,21.6
humain,E401,E401,Enseigne de sortie,2208,3032,0.3878,0.7539,2215,3032,appariée,H:E401:75,IA:E401:73,Enseigne issue 1 face murale tout droit,6.8
humain,E401,E401,Enseigne de sortie,2213,3426,0.3887,0.8518,2220,3418,appariée,H:E401:76,IA:E401:74,Enseigne issue 1 face murale tout droit,13.4
humain,E401,E401,Enseigne de sortie,2863,2882,0.5028,0.7166,2858,2884,appariée,H:E401:77,IA:E401:78,Enseigne issue 2 faces murale,10.4
humain,E401,E401,Interrupteur,2626,2641,0.4612,0.6566,2625,2647,appariée,H:E401:78,IA:E401:80,Interrupteur unipolaire,7.4
humain,E401,E401,Luminaire DR2,1729,1622,0.3037,0.4033,1744,1647,appariée,H:E401:79,IA:E401:86,Luminaire DR2,29.0
humain,E401,E401,Luminaire DR5,1518,1699,0.2666,0.4224,1537,1722,appariée,H:E401:80,IA:E401:87,Luminaire DR5,30.1
humain,E401,E401,Luminaire DR5,1272,2835,0.2234,0.7049,1295,2838,appariée,H:E401:81,IA:E401:88,Luminaire DR5,23.7
humain,E401,E401,Luminaire DR5,2965,2870,0.5207,0.7136,2958,2872,appariée,H:E401:82,IA:E401:89,Luminaire DR5,7.1
humain,E401,E401,Luminaire DR5,2965,3007,0.5207,0.7476,2958,3007,appariée,H:E401:83,IA:E401:90,Luminaire DR5,6.7
humain,E401,E401,Luminaire DR5,2363,2369,0.4150,0.5890,2367,2380,appariée,H:E401:84,IA:E401:91,Luminaire DR5,12.0
humain,E401,E401,Luminaire DR5,2363,2477,0.4150,0.6159,2367,2486,appariée,H:E401:85,IA:E401:92,Luminaire DR5,10.2
humain,E401,E401,Luminaire DR5,2363,2585,0.4150,0.6427,2367,2592,appariée,H:E401:86,IA:E401:93,Luminaire DR5,8.5
humain,E401,E401,Luminaire DR5,2594,2585,0.4556,0.6427,2594,2592,appariée,H:E401:87,IA:E401:94,Luminaire DR5,7.5
humain,E401,E401,Luminaire DR5,2594,2477,0.4556,0.6159,2594,2486,appariée,H:E401:88,IA:E401:95,Luminaire DR5,9.4
humain,E401,E401,Luminaire DR5,2594,2369,0.4556,0.5890,2594,2380,appariée,H:E401:89,IA:E401:96,Luminaire DR5,11.3
humain,E401,E401,Luminaire DR5,2349,1719,0.4125,0.4274,2353,1742,appariée,H:E401:90,IA:E401:97,Luminaire DR5,23.3
humain,E401,E401,Luminaire DR51,1185,1649,0.2081,0.4100,1210,1673,appariée,H:E401:91,IA:E401:98,Luminaire DR51,34.8
humain,E401,E401,Luminaire DR51,2137,3443,0.3753,0.8560,2145,3435,appariée,H:E401:92,IA:E401:99,Luminaire DR51,11.2
humain,E401,E401,Luminaire DR52,1409,1649,0.2475,0.4100,1430,1673,appariée,H:E401:93,IA:E401:100,Luminaire DR52 service continu,32.0
humain,E401,E401,Luminaire DR52,2150,3181,0.3776,0.7909,2158,3178,appariée,H:E401:94,IA:E401:101,Luminaire DR52 service continu,8.4
humain,E401,E401,Luminaire DS0,3408,3037,0.5985,0.7551,3393,3036,appariée,H:E401:95,IA:E401:102,Luminaire DS0,14.6
humain,E401,E401,Luminaire DS0,3507,3037,0.6159,0.7551,3491,3036,appariée,H:E401:96,IA:E401:103,Luminaire DS0,16.3
humain,E401,E401,Luminaire DS0,3408,2834,0.5985,0.7046,3393,2837,appariée,H:E401:97,IA:E401:104,Luminaire DS0,14.9
humain,E401,E401,Luminaire DS0,3507,2834,0.6159,0.7046,3491,2837,appariée,H:E401:98,IA:E401:105,Luminaire DS0,16.6
humain,E401,E401,Luminaire DS0,3136,3037,0.5508,0.7551,3126,3036,appariée,H:E401:99,IA:E401:106,Luminaire DS0,9.7
humain,E401,E401,Luminaire DS0,3136,2834,0.5508,0.7046,3126,2837,appariée,H:E401:100,IA:E401:107,Luminaire DS0,10.2
