feuille,fichier,page,largeur_pt,hauteur_pt,raster_px,classement_fichier,nb_mots,jetons_frequents,titre
S267_ADD_11,00 Addenda MEP01_Plans.pdf,6,3370.11,2383.65,5694x4028,addenda,1772,"15×220 25×109 DCW,×100 20×93 DHW,×76 50×51 40×47 LA-1×32 WC-1×32 SH-1×28 WC×26 32×25 1×24 SHOWER×24 DRC,×24 MODULE×19 |×19 WS-1×18 ROOM×16 G#14,×11 EV-GD,×11 :×10 G#3.5,×9 411B×9 DF-1×9",B1 52 MECHANICAL | MÉCANIQUE 03/05/26 CLASSROOM MODULE 8 B1-53 SUBJECT | SUJET 1 411B PLUMBING DOMESTIC WATER & 4 Buildings/5814-000-000_MEP_2025.rvt SERVICES F
S267_ADD_12,00 Addenda MEP01_Plans.pdf,7,3370.11,2383.65,5694x4028,addenda,1578,"DE×55 THE×27 /×20 LE×20 |×19 1×17 FOR×14 WATER×14 S,×14 :×13 50×13 100×13 POUR×12 40×12 SCALE:×11 ÉCHELLE:×11 À×10 DETAIL×10 DU×9 SLEEVE×9 MANCHON×9 EV,×9 WS-1×9 WALL×8 MUR×8","MECHANICAL | MÉCANIQUE 03/16/26 15 SUBJECT | SUJET DRC, PLUMBING DETAILS & SECTIONS Buildings/5814-000-000_MEP_2025.rvt PLOMBERIE DÉTAILS & COUPES DCW, 25 DCW, "
S267_ADD_13,00 Addenda MEP01_Plans.pdf,8,3370.11,2383.65,5694x4028,addenda,532,"|×18 1×9 DE×9 ROOM×7 the×7 PLAN×5 NO.×5 for×5 de×5 AIRLOCK×4 RG×4 RL×4 DRAIN×4 DES×4 of×4 service×4 and×4 le×4 6×3 MODULE×3 OFFICE×3 STE,×3 40×3 TO×3 1%×3","04/02/26 B1-52 CLASSROOM TO DRAIN MODULE VERS DRAIN B1-53 SUBJECT | SUJET -X01 PIPING FLOOR PLAN 1 4% 1% 1% 4% 1% 4 Buildings/5814-000-000_MEP_2025.rvt STE, 40 "
S267_ADD_14,00 Addenda MEP01_Plans.pdf,9,3370.11,2383.65,5694x4028,addenda,1257,x×44 L/s×41 |×19 UP×18 MODULE×18 S1×17 300×17 100×16 1×14 DN×13 C1×13 400ø×12 100ø×12 150×11 200x200×11 ROOM×11 DE×11 AIR×10 A×9 300x250×8 300x600×7 500x350×7 70×7 SUPPLY×7 ALIMENTATION×7,MECHANICAL | MÉCANIQUE 03/05/26 100 L/s 1850x400 200x200 A.D. SUBJECT | SUJET SI2-003-X01 VENTILATION FLOOR PLAN SI1-003-X01 4 Buildings/5814-000-000_MEP_2025.r
S267_ADD_15,00 Addenda MEP01_Plans.pdf,10,3370.11,2383.65,5694x4028,addenda,818,1×20 DE×18 |×18 100×15 :×14 mm×12 /×11 DES×7 the×7 SCALE:×7 ÉCHELLE:×7 RETURN×6 1200×6 THE×6 FOR×5 GRILLES×5 DUCT×5 NO.×5 for×5 de×5 0×4 AND×4 SERVICES×4 REPRISE×4 BALANCING×4,04/20/26 SUBJECT | SUJET VENTILATION SECTION & DETAILS Buildings/5814-000-000_MEP_2025.rvt VENTILATION COUPES & DÉTAILS PRODUCTION REVIEWED | REVU DESIGNED | ÉT
S267_ADD_16,00 Addenda MEP01_Plans.pdf,11,3370.11,2383.65,5694x4028,addenda,475,|×19 1×8 ROOM×7 the×7 /×5 DE×5 PLAN×5 NO.×5 for×5 de×5 DES×4 of×4 service×4 and×4 le×4 6×3 OFFICE×3 MODULE×3 TO×3 ROOFTOP×3 VERS×3 UNITÉ×3 EN×3 TOITURE×3 Canada×3,MECHANICAL | MÉCANIQUE 03/13/26 1 SUBJECT | SUJET CONTROL FLOOR PLAN 4 Buildings/5814-000-000_MEP_2025.rvt REGULATION PLAN D'ÉTAGE EV1-006-X01 CLASSROOM MODULE 
S267_ADD_17,00 Addenda MEP01_Plans.pdf,12,3370.11,2383.65,5694x4028,addenda,1136,/×71 DE×24 EA×21 |×19 1×18 SA×17 -×15 DIAGRAMME×14 SCALE:×13 ÉCHELLE:×13 DIAGRAM×13 CONTROL×11 NONE×11 AUCUNE×11 HEATER×10 T×10 BACnet×10 MS/TP×10 CONTRÔLE×9 ELECTRIC×8 SB×8 STAGE×8 ZONE×7 PIÈCES×7 AND×7,MECHANICAL | MÉCANIQUE 03/13/26 SUBJECT | SUJET CONTROL DIAGRAMS Buildings/5814-000-000_MEP_2025.rvt REGULATION DIAGRAMME PLAFONIERS ASC/CSA PRODUCTION REVIEWED
S267_ADD_18,00 Addenda MEP01_Plans.pdf,13,3370.11,2383.65,5694x4028,addenda,2504,DE×73 C/L×48 =×44 DISTRIBUTION×33 DU×31 /×27 ABOVE×25 FLOOR×25 PLANCHER×25 TYPE×23 -×22 À×20 AU×18 |×18 LA×15 PANNEAU×14 450×14 WITH×14 EN×14 120V×14 LIGHTING×13 1×13 AT×13 CEILING×13 FOR×13,ELECTRICAL / ÉLECTRICITÉ 03/06/26 SUBJECT | SUJET LEGEND Buildings/5814-000-000_MEP_2025.rvt LÉGENDE PRODUCTION REVIEWED | REVU DESIGNED | ÉTUDIÉ DES O | AGENT 
S267_ADD_19,00 Addenda MEP01_Plans.pdf,14,3370.11,2383.65,5694x4028,addenda,616,|×18 1×12 HEATING×12 CHAUFFAGE×12 /×10 DISTRIBUTION×9 THE×9 DE×8 the×7 ELECTRICAL×6 (15kW)×6 FOR×6 ÉLECTRIQUE×5 4000W×5 NO.×5 for×5 de×5 LA×5 SALLE×4 of×4 service×4 and×4 le×4 POUR×4 MAIN×3,ELECTRICAL / ÉLECTRICITÉ 03/06/26 OUT ÉCL ECH 1.5k SUBJECT | SUJET ELECTRICAL DISTRIBUTION Buildings/5814-000-000_MEP_2025.rvt DISTRIBUTION ÉLECTRIQUE PRODUCTIO
S267_ADD_20,00 Addenda MEP01_Plans.pdf,15,3370.11,2383.65,5694x4028,addenda,946,BUILDING×28 BÂTIMENT×28 x×25 G2×20 DU×20 TYPE×18 |×18 FROM×17 1×17 78mm×17 POWERED×16 ALIMENTÉ×16 2×16 ROOM×14 #6×13 PIÈCE×12 G3×11 #2×11 A×11 OF×11 /×11 DE×11 103mm×10 L5×9 #4×9,ELECTRICAL / ÉLECTRICITÉ 03/06/26 SUBJECT | SUJET MULTIDISCIPLINARY SITE Buildings/5814-000-000_MEP_2025.rvt MULTIDISCIPLINAIRE SITE DING #4 ENT #4 PRODUCTION R
S267_ADD_21,00 Addenda MEP01_Plans.pdf,16,3370.11,2383.65,5694x4028,addenda,1058,A1×60 29×54 D1×43 C2×36 27×29 C1×28 31×23 33b×20 X1×18 |×18 C3×17 E1×15 1×12 S×7 ROOM×7 the×7 a×6 b×6 POWERED×6 23a×6 25d×6 À×6 DE×6 25×5 FIXTURES×5,ELECTRICAL / ÉLECTRICITÉ 03/06/26 D1 D1 a b 25d 33b 33b 33b 33b SUBJECT | SUJET LIGHTING LVL 1 4 Buildings/5814-000-000_MEP_2025.rvt A1 A1 A1 A1 ÉCLAIRAGE NIVEA
S267_ADD_22,00 Addenda MEP01_Plans.pdf,17,3370.11,2383.65,5694x4028,addenda,1065,1×52 500W×37 C1.1×19 |×18 5×14 3×13 7×12 9×12 1500W×11 SERVICES×10 C4.1×10 2×9 POUR×9 56×9 DE×9 ROOM×8 43×8 45×8 54×8 /×8 15×7 the×7 13×6 VOLET×6 COUPE-FEU×6,1 ELECTRICAL / ÉLECTRICITÉ 03/06/26 1 X(P1-3PPN4N-1) N(P1-3PPN4N-1) EHC2-003-101 15kW SUBJECT | SUJET SERVICES LVL 1 63 63 4 Buildings/5814-000-000_MEP_2025.rvt
S267_ADD_23,00 Addenda MEP01_Plans.pdf,18,3370.11,2383.65,5694x4028,addenda,471,|×18 1×14 the×7 PAR×6 SERVICES×6 DE×5 NO.×5 for×5 de×5 /×5 AND×4 ET×4 ÉLECTRICITÉ×4 of×4 service×4 and×4 le×4 6×3 PROVIDED×3 POWERED×3 BY×3 ELECTRICITY×3 FOURNI×3 ALIMENTÉ×3 PLAN×3,ELECTRICAL / ÉLECTRICITÉ 03/06/26 1 SUBJECT | SUJET RT1-003-10R SERVICES AND AUXILIARY D(P1-3PPN4N-1) 4 Buildings/5814-000-000_MEP_2025.rvt SERVICES ROOF 35(P1-
S267_ADD_24,00 Addenda MEP01_Plans.pdf,19,3370.11,2383.65,5694x4028,addenda,588,30cd×52 |×18 115cd×15 1×11 S×11 ROOM×7 the×7 2×6 DE×5 NO.×5 for×5 de×5 /×5 D1-2×4 AIRLOCK×4 MODULE×4 of×4 service×4 and×4 le×4 SERVICES×4 6×3 FL-RX×3 FL-TX×3 OFFICE×3,ELECTRICAL / ÉLECTRICITÉ 03/06/26 CORRIDOR B1-52 D1-12 SUBJECT | SUJET AUXILIARY SERVICES LVL 1 4 Buildings/5814-000-000_MEP_2025.rvt SERVICES AUXILIAIRES NIVEA
S267_ADD_25,00 Addenda MEP01_Plans.pdf,20,3370.11,2383.65,5694x4028,addenda,1264,1×99 15×82 20×31 ROOM×27 OUTLETS×22 |×18 LAUNDRY×18 MACHINE×17 300×16 500×16 MODULE×15 600×14 100×12 (6)×12 SLEEPING×12 2×11 33×11 3×11 OUTLET×10 (1)×9 WASHING×9 VA×8 A×8 169×8 DRYING×8,ELECTRICAL / ÉLECTRICITÉ 03/06/26 SUBJECT | SUJET PANELS Buildings/5814-000-000_MEP_2025.rvt PANNEAUX PRODUCTION REVIEWED | REVU DESIGNED | ÉTUDIÉ DES O | AGENT
S267,00 Électricité_Plans_pour AO.pdf,1,3370.00,2384.00,5694x4029,plans,2488,DE×73 C/L×48 =×44 DISTRIBUTION×33 DU×31 /×27 ABOVE×25 FLOOR×25 PLANCHER×25 TYPE×23 -×22 À×19 AU×18 |×18 LA×15 PANNEAU×14 450×14 120V×14 LIGHTING×13 AT×13 CEILING×13 FOR×13 EN×13 PANEL×12 D'ÉCLAIRAGE×12,Buildings/5814-000-000_MEP_2025.rvt New Six - Garrison Jean Docs://St. Autodesk 08:40:29 2026-04-29 CONC CONC PROJ 501B GÉST GÉST AGENT INCENDIE 03/06/26 L-S267
S267_2,00 Électricité_Plans_pour AO.pdf,2,3370.00,2384.00,5694x4029,plans,666,|×18 HEATING×12 CHAUFFAGE×12 /×11 NOTE×11 1)×10 4000W×9 DISTRIBUTION×9 THE×9 BUILDING×8 BÂTIMENT×7 DE×7 the×7 ELECTRICAL×6 (15kW)×6 ÉLECTRIQUE×5 TOWARD×5 (SEE×5 JUSQU'AU×5 (VOIR×5 FOR×5 NO.×5 for×5 de×5 LA×5,Buildings/5814-000-000_MEP_2025.rvt New Six - Garrison Jean Docs://St. Autodesk 08:40:32 2026-04-29 CONC CONC PROJ 502B GÉST GÉST DISTRIBUTION ÉLECTRIQUE AGENT 
S267_3,00 Électricité_Plans_pour AO.pdf,3,3370.00,2384.00,5694x4029,plans,667,G2×20 TYPE×20 |×18 1×14 /×14 BUILDING×13 BÂTIMENT×13 G3×11 78mm×11 L5×9 A×8 ELEC.×7 ROOM×7 ÉLECTRIQUE×7 OF×7 DE×7 the×7 H(PE-3PPN-1)×6 x×6 PIÈCE×6 B×6 A)×6 G(PE-3PPN-1)×5 J(PE-3PPN-1)×5 NO.×5,Buildings/5814-000-000_MEP_2025.rvt New Six - Garrison Jean Docs://St. Autodesk 08:40:36 2026-04-29 CONC CONC PROJ 503B GÉST GÉST AGENT INCENDIE 03/06/26 SITE S
S267_4,00 Électricité_Plans_pour AO.pdf,4,3370.00,2384.00,5694x4029,plans,342,|×18 the×7 NO.×5 for×5 de×5 of×4 service×4 and×4 le×4 DES×3 DE×3 Canada×3 instrument×3 SCALE:×3 NONE×3 ÉCHELLE:×3 AUCUNE×3 DETAIL×3 FOR×2 CONSTRUCTION×2 ÉCHELLE×2 DATE×2 CONC×2 MGR×2 GÉST×2,Buildings/5814-000-000_MEP_2025.rvt New Six - Garrison Jean Docs://St. Autodesk 08:40:38 2026-04-29 CONC CONC PROJ 504B GÉST GÉST AGENT INCENDIE 03/31/26 L-S267
S267_5,00 Électricité_Plans_pour AO.pdf,5,3370.00,2384.00,5694x4029,plans,1053,A1×60 C1×60 29×54 D1×43 27×29 31×23 33b×20 X1×18 |×18 C3×17 E1×15 1×10 S×7 ROOM×7 the×7 a×6 b×6 POWERED×6 23a×6 25d×6 À×6 DE×6 25×5 FIXTURES×5 LE×5,Buildings/5814-000-000_MEP_2025.rvt New Six - Garrison Jean Docs://St. Autodesk 08:40:42 2026-04-29 CONC CONC PROJ 505B GÉST GÉST AGENT INCENDIE 03/06/26 L-S267
S267_6,00 Électricité_Plans_pour AO.pdf,6,3370.00,2384.00,5694x4029,plans,968,1×37 500W×32 |×18 C1.1×16 5×14 3×13 7×12 9×12 SERVICES×10 2×9 POUR×9 56×9 ROOM×8 43×8 45×8 54×8 DE×8 15×7 C2.1×7 the×7 /×7 13×6 4000W×6 VOLET×6 COUPE-FEU×6,Buildings/5814-000-000_MEP_2025.rvt New Six - Garrison Jean Docs://St. Autodesk 08:40:46 2026-04-29 CONC CONC PROJ 506B GÉST GÉST AGENT INCENDIE 03/06/26 L-S267
S267_7,00 Électricité_Plans_pour AO.pdf,7,3370.00,2384.00,5694x4029,plans,419,|×18 the×7 PAR×6 NO.×5 for×5 de×5 /×5 1×4 ÉLECTRICITÉ×4 of×4 service×4 and×4 le×4 SERVICES×4 6×3 PROVIDED×3 AND×3 POWERED×3 BY×3 ELECTRICITY×3 FOURNI×3 ET×3 ALIMENTÉ×3 PLAN×3 DES×3,Buildings/5814-000-000_MEP_2025.rvt New Six - Garrison Jean Docs://St. Autodesk 08:40:49 2026-04-29 CONC CONC PROJ 507B GÉST GÉST AGENT INCENDIE 03/06/26 L-S267
S267_8,00 Électricité_Plans_pour AO.pdf,8,3370.00,2384.00,5694x4029,plans,583,30cd×52 |×18 115cd×15 S×11 1×9 ROOM×7 the×7 2×6 DE×5 NO.×5 for×5 de×5 /×5 D1-2×4 AIRLOCK×4 MODULE×4 of×4 service×4 and×4 le×4 SERVICES×4 6×3 FL-RX×3 FL-TX×3 OFFICE×3,Buildings/5814-000-000_MEP_2025.rvt New Six - Garrison Jean Docs://St. Autodesk 08:40:53 2026-04-29 CONC CONC PROJ 508B 1 NIVEAU GÉST GÉST 1 AGENT INCENDIE 03/0
S267_9,00 Électricité_Plans_pour AO.pdf,9,3370.00,2384.00,5694x4029,plans,759,F×65 AWG×39 4#14×26 |×18 ZONE×15 2#14×13 DE×11 /×8 THE×8 the×7 FIRE×6 OF×6 FOR×5 DES×5 NO.×5 for×5 de×5 ALARM×5 DIAGRAM×5 1×4 A×4 À×4 of×4 INCENDIE×4 service×4,Buildings/5814-000-000_MEP_2025.rvt New Six - Garrison Jean Docs://St. Autodesk 08:40:55 2026-04-29 CONC CONC PROJ 509B INCENDIE GÉST GÉST AGENT INCENDIE 03/17/
S267_10,00 Électricité_Plans_pour AO.pdf,10,3370.00,2384.00,5694x4029,plans,836,|×18 DE×17 CONDUIT×14 À×11 COMPRESSION×8 THE×7 DES×7 the×7 TYPE×6 6mm×6 EN×6 DETAIL×6 ÉCHELLE:×6 AUCUNE×6 ACCEPTABLE×6 TAPE×6 ET×5 AS×5 WITH×5 LES×5 OR×5 OU×5 SELON×5 NO.×5 for×5,Buildings/5814-000-000_MEP_2025.rvt New Six - Garrison Jean Docs://St. Autodesk 08:40:56 2026-04-29 CONC CONC PROJ 510B GÉST GÉST AGENT INCENDIE 03/06/26 L-S267
S267_11,00 Électricité_Plans_pour AO.pdf,11,3370.00,2384.00,5694x4029,plans,1238,1×104 15×87 20×29 ROOM×27 OUTLETS×20 |×18 LAUNDRY×18 MACHINE×17 300×16 500×16 SPARE×15 MODULE×15 600×14 (6)×12 SLEEPING×12 100×11 33×11 3×10 OUTLET×9 (1)×9 WASHING×9 /×8 VA×8 A×8 169×8,Buildings/5814-000-000_MEP_2025.rvt New Six - Garrison Jean Docs://St. Autodesk 08:40:59 2026-04-29 CONC CONC PROJ 511B GÉST GÉST AGENT INCENDIE 03/06/26 L-S267
