cote,page_humaine,feuille_ia,libelle,x_px,y_px,x_norm,y_norm,x_px_ia,y_px_ia,statut,id,id_apparie,libelle_apparie,distance_px_ia
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2,E200D,PRISE DEPLACER,2696,3213,0.2675,0.4463,1567,1896,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2:11,IA:E200D:63,Démo appareil prises/services (E.D.),10.6
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2,E200D,PRISE DEPLACER,2787,3829,0.2765,0.5319,1610,2201,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2:12,IA:E200D:65,Démo appareil prises/services (E.D.),10.7
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2,E200D,PRISE DEPLACER,2688,4275,0.2667,0.5938,1563,2422,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2:13,IA:E200D:67,Démo appareil prises/services (E.D.),8.4
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2,E200D,PRISE DEPLACER,2628,4714,0.2607,0.6548,1534,2639,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2:14,IA:E200D:18,Démo appareil prises/services (E.D.),17.0
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2,E200D,PRISE DEPLACER,2628,4764,0.2607,0.6618,1534,2664,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2:15,IA:E200D:19,Démo appareil prises/services (E.D.),16.8
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2,E200D,PRISE DEPLACER,2203,4711,0.2186,0.6544,1331,2637,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2:16,IA:E200D:15,Démo appareil prises/services (E.D.),38.5
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2,E200D,PRISE DEPLACER,2620,5136,0.2599,0.7134,1530,2848,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2:17,IA:E200D:20,Démo appareil prises/services (E.D.),13.1
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2,E200D,PRISE DEPLACER,2549,4964,0.2529,0.6895,1496,2763,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2:18,IA:E200D:72,Démo appareil prises/services (E.D.),53.1
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2,E200D,PRISE DEPLACER,2545,5021,0.2525,0.6975,1494,2791,manquante IA,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2:19,,,
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2,E200D,PRISE DEPLACER,2531,5086,0.2511,0.7065,1488,2823,manquante IA,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2:20,,,
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2,E200D,PRISE DEPLACER,2535,5171,0.2515,0.7183,1490,2865,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2:21,IA:E200D:70,Démo appareil prises/services (E.D.),47.7
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2,E200D,PRISE DEPLACER,2531,5386,0.2511,0.7482,1488,2972,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2:22,IA:E200D:78,Démo appareil prises/services (E.D.),78.3
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2,E200D,PRISE DEPLACER,2470,5382,0.2451,0.7476,1459,2970,manquante IA,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2:23,,,
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2,E200D,PRISE DEPLACER,2281,5378,0.2263,0.7470,1368,2968,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2:24,IA:E200D:79,Démo appareil prises/services (E.D.),35.2
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2,E200D,PRISE DEPLACER,2199,5375,0.2182,0.7466,1329,2966,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2:25,IA:E200D:6,Démo appareil prises/services (E.D.),37.3
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2,E200D,PRISE DEPLACER,2667,5611,0.2646,0.7794,1553,3083,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2:26,IA:E200D:23,Démo appareil prises/services (E.D.),19.0
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2,E200D,PRISE DEPLACER,2767,5611,0.2745,0.7794,1600,3083,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2:27,IA:E200D:24,Démo appareil prises/services (E.D.),22.0
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2,E200D,PRISE DEPLACER,2899,5603,0.2876,0.7783,1664,3079,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2:28,IA:E200D:25,Démo appareil prises/services (E.D.),45.6
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2,E200D,PRISE DEPLACER,3013,5528,0.2989,0.7679,1718,3042,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2:29,IA:E200D:21,Démo appareil prises/services (E.D.),47.1
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2,E200D,PRISE DEPLACER,3338,5700,0.3312,0.7918,1873,3127,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2:30,IA:E200D:26,Démo appareil prises/services (E.D.),13.6
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2,E200D,PRISE DEPLACER,3345,5650,0.3319,0.7848,1877,3102,manquante IA,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2:31,,,
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2,E200D,PRISE DEPLACER,3788,5671,0.3758,0.7877,2088,3113,manquante IA,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2:32,,,
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2,E200D,PRISE DEPLACER,3774,5693,0.3744,0.7908,2081,3124,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2:33,IA:E200D:27,Démo appareil prises/services (E.D.),12.1
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2,E200D,PRISE DEPLACER,4163,5668,0.4130,0.7873,2267,3111,manquante IA,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2:34,,,
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2,E200D,PRISE DEPLACER,4156,5711,0.4123,0.7933,2264,3133,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2:35,IA:E200D:28,Démo appareil prises/services (E.D.),5.5
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2,E200D,PRISE DEPLACER,4610,5664,0.4574,0.7868,2481,3109,manquante IA,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2:36,,,
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2,E200D,PRISE DEPLACER,4620,5696,0.4584,0.7912,2486,3125,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2:37,IA:E200D:31,Démo appareil prises/services (E.D.),12.2
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2,E200D,PRISE DEPLACER,5003,5657,0.4964,0.7858,2669,3106,manquante IA,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2:38,,,
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2,E200D,PRISE DEPLACER,5024,5693,0.4985,0.7908,2679,3124,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2:39,IA:E200D:32,Démo appareil prises/services (E.D.),16.7
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2,E200D,PRISE DEPLACER,6242,4689,0.6193,0.6513,3260,2627,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2:40,IA:E200D:34,Démo appareil prises/services (E.D.),18.3
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2,E200D,PRISE DEPLACER,6153,4503,0.6105,0.6255,3218,2534,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2:41,IA:E200D:35,Démo appareil prises/services (E.D.),27.7
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2,E200D,PRISE DEPLACER,6228,4114,0.6179,0.5715,3254,2342,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2:42,IA:E200D:37,Démo appareil prises/services (E.D.),18.2
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2,E200D,PRISE DEPLACER,6153,3739,0.6105,0.5194,3218,2156,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2:43,IA:E200D:38,Démo appareil prises/services (E.D.),28.7
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2,E200D,PRISE DEPLACER,6245,3375,0.6196,0.4688,3262,1976,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2:44,IA:E200D:39,Démo appareil prises/services (E.D.),21.2
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2,E200D,PRISE DEPLACER,6145,2993,0.6097,0.4158,3214,1787,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2:45,IA:E200D:40,Démo appareil prises/services (E.D.),36.0
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2,E200D,PRISE DEPLACER,4458,2980,0.4423,0.4139,2408,1780,manquante IA,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2:46,,,
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2,E200D,PRISE DEPLACER,1051,4959,0.1043,0.6888,781,2760,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2:47,IA:E200D:3,Démo appareil prises/services (E.D.),29.1
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2,E200D,PRISE DEPLACER,1940,5066,0.1925,0.7037,1205,2813,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2:48,IA:E200D:16,Démo appareil prises/services (E.D.),85.2
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2,E200D,PRISE DEPLACER,1954,4798,0.1939,0.6665,1212,2681,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2:49,IA:E200D:14,Démo appareil prises/services (E.D.),82.0
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2,E200D,PLINTHE RELO,3786,6224,0.3756,0.8646,2087,3387,manquante IA,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2:50,,,
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2,E200D,PLINTHE RELO,4731,6232,0.4694,0.8657,2539,3391,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2:51,IA:E200D:30,Démo appareil prises/services (E.D.),78.3
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2,E200D,PLINTHE RELO,1200,5140,0.1191,0.7140,852,2850,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2:52,IA:E200D:1,Démo appareil prises/services (E.D.),44.3
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2,E200D,PLINTHE RELO,947,5530,0.0940,0.7682,731,3043,manquante IA,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 2:53,,,
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3,E300D,FIXTURE ENLEVER,2883,1512,0.2860,0.2100,1600,1057,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3:1,IA:E300D:118,Démo luminaire R,15.1
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3,E300D,FIXTURE ENLEVER,2808,1672,0.2786,0.2323,1563,1132,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3:2,IA:E300D:114,Démo luminaire R,21.7
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3,E300D,FIXTURE ENLEVER,2816,1812,0.2794,0.2517,1567,1197,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3:3,IA:E300D:113,Démo luminaire R,20.1
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3,E300D,FIXTURE ENLEVER,2814,1962,0.2792,0.2725,1566,1267,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3:4,IA:E300D:112,Démo luminaire R,23.6
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3,E300D,FIXTURE ENLEVER,2810,2155,0.2788,0.2993,1564,1357,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3:5,IA:E300D:138,Démo luminaire R,20.9
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3,E300D,FIXTURE ENLEVER,2810,2283,0.2788,0.3171,1564,1417,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3:6,IA:E300D:139,Démo luminaire R,21.0
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3,E300D,FIXTURE ENLEVER,2933,2235,0.2910,0.3105,1624,1395,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3:7,IA:E300D:137,Démo luminaire R,26.1
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3,E300D,FIXTURE ENLEVER,2937,1885,0.2914,0.2618,1626,1231,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3:8,IA:E300D:120,Démo luminaire R,22.5
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3,E300D,FIXTURE ENLEVER,2941,1726,0.2918,0.2398,1628,1157,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3:9,IA:E300D:119,Démo luminaire R,21.5
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3,E300D,FIXTURE ENLEVER,2957,1605,0.2934,0.2229,1635,1101,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3:10,IA:E300D:123,Démo luminaire R,20.9
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3,E300D,FIXTURE ENLEVER,3018,1468,0.2994,0.2039,1665,1037,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3:11,IA:E300D:115,Démo luminaire R,20.4
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3,E300D,FIXTURE ENLEVER,3170,1458,0.3145,0.2025,1738,1032,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3:12,IA:E300D:116,Démo luminaire R,19.8
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3,E300D,FIXTURE ENLEVER,3097,1587,0.3073,0.2204,1703,1092,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3:13,IA:E300D:121,Démo luminaire R,19.0
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3,E300D,FIXTURE ENLEVER,3041,1870,0.3017,0.2598,1676,1224,manquante IA,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3:14,,,
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3,E300D,FIXTURE ENLEVER,3145,1791,0.3120,0.2488,1726,1188,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3:15,IA:E300D:67,Démo luminaire H,32.9
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3,E300D,FIXTURE ENLEVER,3245,1566,0.3220,0.2175,1774,1083,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3:16,IA:E300D:122,Démo luminaire R,23.0
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3,E300D,FIXTURE ENLEVER,3318,1433,0.3292,0.1991,1810,1021,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3:17,IA:E300D:117,Démo luminaire R,13.9
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3,E300D,FIXTURE ENLEVER,3264,1920,0.3238,0.2667,1784,1248,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3:18,IA:E300D:96,Démo luminaire H,35.2
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3,E300D,FIXTURE ENLEVER,3660,1583,0.3631,0.2199,1975,1091,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3:19,IA:E300D:73,Démo luminaire H,42.6
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3,E300D,FIXTURE ENLEVER,4024,1580,0.3992,0.2195,2151,1089,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3:20,IA:E300D:74,Démo luminaire H,42.9
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3,E300D,FIXTURE ENLEVER,4387,1587,0.4353,0.2204,2326,1092,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3:21,IA:E300D:75,Démo luminaire H,47.1
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3,E300D,FIXTURE ENLEVER,4726,1585,0.4689,0.2202,2490,1092,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3:22,IA:E300D:76,Démo luminaire H,57.0
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3,E300D,FIXTURE ENLEVER,5041,1562,0.5001,0.2170,2642,1081,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3:23,IA:E300D:77,Démo luminaire H,75.1
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3,E300D,FIXTURE ENLEVER,5105,1591,0.5065,0.2210,2673,1094,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3:24,IA:E300D:61,Démo luminaire E,10.4
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3,E300D,FIXTURE ENLEVER,5458,1585,0.5415,0.2202,2843,1092,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3:25,IA:E300D:78,Démo luminaire H,59.0
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3,E300D,FIXTURE ENLEVER,5826,1581,0.5780,0.2196,3021,1090,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3:26,IA:E300D:79,Démo luminaire H,57.3
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3,E300D,FIXTURE ENLEVER,5830,1820,0.5784,0.2528,3023,1201,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3:27,IA:E300D:81,Démo luminaire H,57.6
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3,E300D,FIXTURE ENLEVER,5312,1830,0.5270,0.2542,2773,1206,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3:28,IA:E300D:80,Démo luminaire H,57.9
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3,E300D,FIXTURE ENLEVER,5824,2193,0.5778,0.3046,3020,1375,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3:29,IA:E300D:82,Démo luminaire H,51.1
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3,E300D,FIXTURE ENLEVER,5814,2635,0.5768,0.3660,3015,1581,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3:30,IA:E300D:83,Démo luminaire H,54.0
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3,E300D,FIXTURE ENLEVER,4989,2481,0.4950,0.3446,2617,1510,manquante IA,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3:31,,,
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3,E300D,FIXTURE ENLEVER,4855,2562,0.4817,0.3559,2552,1547,manquante IA,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3:32,,,
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3,E300D,FIXTURE ENLEVER,4572,2747,0.4536,0.3816,2415,1634,manquante IA,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3:33,,,
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3,E300D,FIXTURE ENLEVER,4445,2841,0.4410,0.3946,2354,1677,manquante IA,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3:34,,,
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3,E300D,FIXTURE ENLEVER,4158,3033,0.4125,0.4213,2215,1767,manquante IA,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3:35,,,
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3,E300D,FIXTURE ENLEVER,3932,2441,0.3901,0.3391,2106,1491,manquante IA,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3:36,,,
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3,E300D,FIXTURE ENLEVER,4068,2368,0.4036,0.3289,2172,1457,manquante IA,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3:37,,,
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3,E300D,FIXTURE ENLEVER,4276,2258,0.4242,0.3137,2272,1405,manquante IA,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3:38,,,
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3,E300D,FIXTURE ENLEVER,4426,2189,0.4391,0.3041,2345,1373,manquante IA,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3:39,,,
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3,E300D,FIXTURE ENLEVER,4618,2089,0.4582,0.2902,2438,1327,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3:40,IA:E300D:1,Démo carré-cercle — à classer,79.2
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3,E300D,FIXTURE ENLEVER,3782,1931,0.3752,0.2682,2034,1253,manquante IA,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3:41,,,
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3,E300D,FIXTURE ENLEVER,3653,2035,0.3624,0.2827,1971,1301,manquante IA,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3:42,,,
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3,E300D,FIXTURE ENLEVER,3818,2201,0.3788,0.3057,2051,1379,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3:43,IA:E300D:208,Démo rail existant,42.7
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3,E300D,FIXTURE ENLEVER,4153,2028,0.4120,0.2817,2213,1298,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3:44,IA:E300D:180,Démo projecteur sur rail,9.6
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3,E300D,FIXTURE ENLEVER,3431,2520,0.3404,0.3500,1864,1528,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3:45,IA:E300D:182,Démo projecteur sur rail,31.4
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3,E300D,FIXTURE ENLEVER,3644,2868,0.3615,0.3984,1967,1690,manquante IA,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3:46,,,
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3,E300D,FIXTURE ENLEVER,3298,2920,0.3272,0.4056,1800,1714,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3:47,IA:E300D:36,Démo luminaire C,42.1
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3,E300D,FIXTURE ENLEVER,2961,2946,0.2938,0.4092,1637,1726,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3:48,IA:E300D:18,Démo luminaire A2,15.8
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3,E300D,FIXTURE ENLEVER,6064,1824,0.6016,0.2534,3136,1203,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3:49,IA:E300D:84,Démo luminaire H,56.5
humain,23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3,E300D,FIXTURE ENLEVER,6057,2195,0.6010,0.3049,3132,1376,appariée,H:23347_SELECTION_GLOBAL_SOUM_2026-08-13 - 3:50,IA:E300D:85,Démo luminaire H,56.6
