cote,page_humaine,feuille_ia,libelle,x_px,y_px,x_norm,y_norm,x_px_ia,y_px_ia,statut,id,id_apparie,libelle_apparie,distance_px_ia
humain,00 Addenda MEP01_Plans-unlocked-page-00015,S267_ADD_4,ADD FIXTURE TYPE G3,1411,3386,0.2018,0.6850,1149,2746,appariée,H:00 Addenda MEP01_Plans-unlocked-page-00015:23,IA:S267_ADD_4:29,G3 Applique de zone type 3,19.9
humain,00 Addenda MEP01_Plans-unlocked-page-00015,S267_ADD_4,ADD FIXTURE TYPE G3,1978,3684,0.2829,0.7453,1608,2990,appariée,H:00 Addenda MEP01_Plans-unlocked-page-00015:24,IA:S267_ADD_4:28,G3 Applique de zone type 3,27.6
humain,00 Addenda MEP01_Plans-unlocked-page-00015,S267_ADD_4,ADD FIXTURE TYPE G3,1977,2950,0.2828,0.5968,1607,2389,appariée,H:00 Addenda MEP01_Plans-unlocked-page-00015:25,IA:S267_ADD_4:27,G3 Applique de zone type 3,26.0
humain,00 Addenda MEP01_Plans-unlocked-page-00015,S267_ADD_4,ADD FIXTURE TYPE G3,1976,2266,0.2827,0.4584,1606,1829,appariée,H:00 Addenda MEP01_Plans-unlocked-page-00015:26,IA:S267_ADD_4:26,G3 Applique de zone type 3,25.5
humain,00 Addenda MEP01_Plans-unlocked-page-00015,S267_ADD_4,ADD FIXTURE TYPE G3,3479,2006,0.4977,0.4058,2822,1617,manquante IA,H:00 Addenda MEP01_Plans-unlocked-page-00015:27,,,
humain,00 Addenda MEP01_Plans-unlocked-page-00015,S267_ADD_4,ADD FIXTURE TYPE G3,2418,2000,0.3459,0.4046,1964,1612,appariée,H:00 Addenda MEP01_Plans-unlocked-page-00015:28,IA:S267_ADD_4:24,G3 Applique de zone type 3,8.3
humain,00 Addenda MEP01_Plans-unlocked-page-00015,S267_ADD_4,ADD FIXTURE TYPE G3,2681,1608,0.3835,0.3253,2176,1291,appariée,H:00 Addenda MEP01_Plans-unlocked-page-00015:29,IA:S267_ADD_4:22,G3 Applique de zone type 3,34.1
humain,00 Addenda MEP01_Plans-unlocked-page-00015,S267_ADD_4,ADD FIXTURE TYPE G3,3769,1607,0.5391,0.3251,3056,1290,appariée,H:00 Addenda MEP01_Plans-unlocked-page-00015:30,IA:S267_ADD_4:23,G3 Applique de zone type 3,34.8
humain,00 Addenda MEP01_Plans-unlocked-page-00015,S267_ADD_4,ADD FIXTURE TYPE G3,1974,1344,0.2824,0.2719,1605,1075,appariée,H:00 Addenda MEP01_Plans-unlocked-page-00015:31,IA:S267_ADD_4:21,G3 Applique de zone type 3,24.6
humain,00 Addenda MEP01_Plans-unlocked-page-00015,S267_ADD_4,ADD FIXTURE TYPE L5,4760,2455,0.6809,0.4967,3858,1984,appariée,H:00 Addenda MEP01_Plans-unlocked-page-00015:32,IA:S267_ADD_4:45,L5 Lampadaire type 5,25.7
humain,00 Addenda MEP01_Plans-unlocked-page-00015,S267_ADD_4,ADD FIXTURE TYPE L5,4760,1865,0.6809,0.3773,3858,1501,appariée,H:00 Addenda MEP01_Plans-unlocked-page-00015:33,IA:S267_ADD_4:44,L5 Lampadaire type 5,35.0
humain,00 Addenda MEP01_Plans-unlocked-page-00015,S267_ADD_4,ADD FIXTURE TYPE L5,3509,475,0.5019,0.0961,2846,364,appariée,H:00 Addenda MEP01_Plans-unlocked-page-00015:34,IA:S267_ADD_4:41,L5 Lampadaire type 5,33.7
humain,00 Addenda MEP01_Plans-unlocked-page-00015,S267_ADD_4,ADD FIXTURE TYPE L5,2743,478,0.3924,0.0967,2226,367,appariée,H:00 Addenda MEP01_Plans-unlocked-page-00015:35,IA:S267_ADD_4:40,L5 Lampadaire type 5,35.8
humain,00 Addenda MEP01_Plans-unlocked-page-00015,S267_ADD_4,ADD FIXTURE TYPE L5,2099,473,0.3003,0.0957,1706,363,appariée,H:00 Addenda MEP01_Plans-unlocked-page-00015:36,IA:S267_ADD_4:39,L5 Lampadaire type 5,31.7
humain,00 Addenda MEP01_Plans-unlocked-page-00015,S267_ADD_4,ADD FIXTURE TYPE L5,1558,4164,0.2229,0.8424,1268,3382,appariée,H:00 Addenda MEP01_Plans-unlocked-page-00015:37,IA:S267_ADD_4:42,L5 Lampadaire type 5,52.4
humain,00 Addenda MEP01_Plans-unlocked-page-00015,S267_ADD_4,ADD FIXTURE TYPE L5,4839,4179,0.6922,0.8454,3922,3395,appariée,H:00 Addenda MEP01_Plans-unlocked-page-00015:38,IA:S267_ADD_4:43,L5 Lampadaire type 5,65.0
humain,00 Addenda MEP01_Plans-unlocked-page-00015,S267_ADD_4,ADD FIXTURE TYPE L5,4756,3640,0.6803,0.7364,3854,2954,appariée,H:00 Addenda MEP01_Plans-unlocked-page-00015:39,IA:S267_ADD_4:47,L5 Lampadaire type 5,14.1
humain,00 Addenda MEP01_Plans-unlocked-page-00015,S267_ADD_4,ADD FIXTURE TYPE L5,4753,3157,0.6799,0.6387,3852,2558,appariée,H:00 Addenda MEP01_Plans-unlocked-page-00015:40,IA:S267_ADD_4:46,L5 Lampadaire type 5,46.1
humain,00 Addenda MEP01_Plans-unlocked-page-00015,S267_ADD_4,ADD FIXTURE TYPE L2,5799,2820,0.8295,0.5705,4698,2283,appariée,H:00 Addenda MEP01_Plans-unlocked-page-00015:41,IA:S267_ADD_4:32,L2 Lampadaire type 2,22.7
humain,00 Addenda MEP01_Plans-unlocked-page-00015,S267_ADD_4,ADD FIXTURE TYPE L2,5155,3425,0.7374,0.6929,4177,2778,appariée,H:00 Addenda MEP01_Plans-unlocked-page-00015:42,IA:S267_ADD_4:33,L2 Lampadaire type 2,27.1
humain,00 Addenda MEP01_Plans-unlocked-page-00015,S267_ADD_4,ADD FIXTURE TYPE L2,4627,1149,0.6619,0.2324,3750,916,appariée,H:00 Addenda MEP01_Plans-unlocked-page-00015:43,IA:S267_ADD_4:34,L2 Lampadaire type 2,40.6
humain,00 Addenda MEP01_Plans-unlocked-page-00015,S267_ADD_4,ADDFIXTURE TYPE L3,5411,2070,0.7740,0.4188,4384,1669,appariée,H:00 Addenda MEP01_Plans-unlocked-page-00015:44,IA:S267_ADD_4:37,L3 Lampadaire type 3,13.8
humain,00 Addenda MEP01_Plans-unlocked-page-00015,S267_ADD_4,ADDFIXTURE TYPE L3,5411,2637,0.7740,0.5335,4384,2133,appariée,H:00 Addenda MEP01_Plans-unlocked-page-00015:45,IA:S267_ADD_4:38,L3 Lampadaire type 3,15.4
humain,00 Addenda MEP01_Plans-unlocked-page-00015,S267_ADD_4,ADDFIXTURE TYPE L3,934,1097,0.1336,0.2219,764,873,appariée,H:00 Addenda MEP01_Plans-unlocked-page-00015:46,IA:S267_ADD_4:36,L3 Lampadaire type 3,25.1
humain,00 Addenda MEP01_Plans-unlocked-page-00015,S267_ADD_4,ADDFIXTURE TYPE L3,1418,581,0.2028,0.1175,1155,451,appariée,H:00 Addenda MEP01_Plans-unlocked-page-00015:47,IA:S267_ADD_4:35,L3 Lampadaire type 3,23.1
humain,00 Addenda MEP01_Plans-unlocked-page-00015,S267_ADD_4,ADD PUIT ACCES,4675,1815,0.6687,0.3672,3789,1461,appariée,H:00 Addenda MEP01_Plans-unlocked-page-00015:48,IA:S267_ADD_4:61,Puits d'accès électrique/télécom,7.4
humain,00 Addenda MEP01_Plans-unlocked-page-00015,S267_ADD_4,ADD PUIT ACCES,4672,3319,0.6683,0.6714,3786,2691,appariée,H:00 Addenda MEP01_Plans-unlocked-page-00015:49,IA:S267_ADD_4:62,Puits d'accès électrique/télécom,15.4
humain,00 Addenda MEP01_Plans-unlocked-page-00015,S267_ADD_4,ADD PUIT ACCES,4672,4250,0.6683,0.8598,3786,3453,appariée,H:00 Addenda MEP01_Plans-unlocked-page-00015:50,IA:S267_ADD_4:65,Puits d'accès électrique/télécom,8.8
humain,00 Addenda MEP01_Plans-unlocked-page-00015,S267_ADD_4,ADD PUIT ACCES,2406,4045,0.3442,0.8183,1954,3285,appariée,H:00 Addenda MEP01_Plans-unlocked-page-00015:51,IA:S267_ADD_4:64,Puits d'accès électrique/télécom,10.6
humain,00 Addenda MEP01_Plans-unlocked-page-00015,S267_ADD_4,ADD PUIT ACCES,1864,3856,0.2666,0.7801,1516,3130,appariée,H:00 Addenda MEP01_Plans-unlocked-page-00015:52,IA:S267_ADD_4:63,Puits d'accès électrique/télécom,8.0
humain,00 Addenda MEP01_Plans-unlocked-page-00015,S267_ADD_4,B2  2/6 1X12,3468,2244,0.4961,0.4540,2813,1811,manquante IA,H:00 Addenda MEP01_Plans-unlocked-page-00015:53,,,
humain,00 Addenda MEP01_Plans-unlocked-page-00015,S267_ADD_4,B2  2/6 1X12,3470,1983,0.4964,0.4012,2814,1598,manquante IA,H:00 Addenda MEP01_Plans-unlocked-page-00015:54,,,
humain,00 Addenda MEP01_Plans-unlocked-page-00015,S267_ADD_4,B2  2/6 1X12,3467,1988,0.4959,0.4022,2812,1602,appariée,H:00 Addenda MEP01_Plans-unlocked-page-00015:55,IA:S267_ADD_4:25,G3 Applique de zone type 3,7.3
humain,00 Électricité_Plans_pour AO - 3,S267_ADD_4,FIXTURE TYPE G3,3672,5469,0.2822,0.5942,1610,2349,exclue (doublon),H:00 Électricité_Plans_pour AO - 3:1,H:00 Addenda MEP01_Plans-unlocked-page-00015:25,,
humain,00 Électricité_Plans_pour AO - 3,S267_ADD_4,FIXTURE TYPE G3,3673,4198,0.2823,0.4561,1610,1796,exclue (doublon),H:00 Électricité_Plans_pour AO - 3:2,H:00 Addenda MEP01_Plans-unlocked-page-00015:26,,
humain,00 Électricité_Plans_pour AO - 3,S267_ADD_4,FIXTURE TYPE G3,2623,4853,0.2016,0.5273,1153,2081,exclue (doublon),H:00 Électricité_Plans_pour AO - 3:3,H:00 Addenda MEP01_Plans-unlocked-page-00015:22,,
humain,00 Électricité_Plans_pour AO - 3,S267_ADD_4,FIXTURE TYPE G3,4490,3732,0.3451,0.4055,1965,1594,exclue (doublon),H:00 Électricité_Plans_pour AO - 3:4,H:00 Addenda MEP01_Plans-unlocked-page-00015:28,,
humain,00 Électricité_Plans_pour AO - 3,S267_ADD_4,FIXTURE TYPE G3,6457,3730,0.4963,0.4053,2821,1593,exclue (doublon),H:00 Électricité_Plans_pour AO - 3:5,H:00 Addenda MEP01_Plans-unlocked-page-00015:54,,
humain,00 Électricité_Plans_pour AO - 3,S267_ADD_4,FIXTURE TYPE G3,4974,2984,0.3823,0.3242,2176,1268,exclue (doublon),H:00 Électricité_Plans_pour AO - 3:6,H:00 Addenda MEP01_Plans-unlocked-page-00015:29,,
humain,00 Électricité_Plans_pour AO - 3,S267_ADD_4,FIXTURE TYPE G3,6988,2981,0.5371,0.3239,3052,1267,exclue (doublon),H:00 Électricité_Plans_pour AO - 3:7,H:00 Addenda MEP01_Plans-unlocked-page-00015:30,,
humain,00 Électricité_Plans_pour AO - 3,S267_ADD_4,FIXTURE TYPE G3,3676,2503,0.2825,0.2719,1611,1059,exclue (doublon),H:00 Électricité_Plans_pour AO - 3:8,H:00 Addenda MEP01_Plans-unlocked-page-00015:31,,
humain,00 Électricité_Plans_pour AO - 3,S267_ADD_4,FIXTURE TYPE G3,2625,6274,0.2018,0.6817,1154,2699,exclue (doublon),H:00 Électricité_Plans_pour AO - 3:9,H:00 Addenda MEP01_Plans-unlocked-page-00015:23,,
humain,00 Électricité_Plans_pour AO - 3,S267_ADD_4,FIXTURE TYPE G3,3675,6831,0.2825,0.7422,1611,2942,exclue (doublon),H:00 Électricité_Plans_pour AO - 3:10,H:00 Addenda MEP01_Plans-unlocked-page-00015:24,,
humain,00 Électricité_Plans_pour AO - 3,S267_ADD_4,FIXTURE TYPE G3,2618,3424,0.2012,0.3720,1151,1460,exclue (doublon),H:00 Électricité_Plans_pour AO - 3:11,H:00 Addenda MEP01_Plans-unlocked-page-00015:21,,
humain,00 Électricité_Plans_pour AO - 3,S267_ADD_4,FIXTURE TYPE G2,1265,3129,0.0972,0.3400,562,1331,exclue (doublon),H:00 Électricité_Plans_pour AO - 3:12,H:00 Addenda MEP01_Plans-unlocked-page-00015:20,,
humain,00 Électricité_Plans_pour AO - 3,S267_ADD_4,FIXTURE TYPE G2,1627,4101,0.1250,0.4456,720,1754,exclue (doublon),H:00 Électricité_Plans_pour AO - 3:13,H:00 Addenda MEP01_Plans-unlocked-page-00015:17,,
humain,00 Électricité_Plans_pour AO - 3,S267_ADD_4,FIXTURE TYPE G2,4973,4675,0.3822,0.5079,2176,2004,exclue (doublon),H:00 Électricité_Plans_pour AO - 3:14,H:00 Addenda MEP01_Plans-unlocked-page-00015:7,,
humain,00 Électricité_Plans_pour AO - 3,S267_ADD_4,FIXTURE TYPE G2,4477,4988,0.3441,0.5419,1960,2140,exclue (doublon),H:00 Électricité_Plans_pour AO - 3:15,H:00 Addenda MEP01_Plans-unlocked-page-00015:15,,
humain,00 Électricité_Plans_pour AO - 3,S267_ADD_4,FIXTURE TYPE G2,1270,5150,0.0976,0.5595,565,2211,exclue (doublon),H:00 Électricité_Plans_pour AO - 3:16,H:00 Addenda MEP01_Plans-unlocked-page-00015:19,,
humain,00 Électricité_Plans_pour AO - 3,S267_ADD_4,FIXTURE TYPE G2,1625,5803,0.1249,0.6305,719,2495,exclue (doublon),H:00 Électricité_Plans_pour AO - 3:17,H:00 Addenda MEP01_Plans-unlocked-page-00015:18,,
humain,00 Électricité_Plans_pour AO - 3,S267_ADD_4,FIXTURE TYPE G2,4480,6344,0.3443,0.6893,1961,2730,exclue (doublon),H:00 Électricité_Plans_pour AO - 3:18,H:00 Addenda MEP01_Plans-unlocked-page-00015:1,,
humain,00 Électricité_Plans_pour AO - 3,S267_ADD_4,FIXTURE TYPE G2,4963,5982,0.3814,0.6499,2171,2572,exclue (doublon),H:00 Électricité_Plans_pour AO - 3:19,H:00 Addenda MEP01_Plans-unlocked-page-00015:4,,
humain,00 Électricité_Plans_pour AO - 3,S267_ADD_4,FIXTURE TYPE G2,5158,7301,0.3964,0.7932,2256,3146,exclue (doublon),H:00 Électricité_Plans_pour AO - 3:20,H:00 Addenda MEP01_Plans-unlocked-page-00015:13,,
humain,00 Électricité_Plans_pour AO - 3,S267_ADD_4,FIXTURE TYPE G2,3858,7296,0.2965,0.7927,1690,3144,exclue (doublon),H:00 Électricité_Plans_pour AO - 3:21,H:00 Addenda MEP01_Plans-unlocked-page-00015:14,,
humain,00 Électricité_Plans_pour AO - 3,S267_ADD_4,FIXTURE TYPE G2,6455,7303,0.4961,0.7935,2820,3147,exclue (doublon),H:00 Électricité_Plans_pour AO - 3:22,H:00 Addenda MEP01_Plans-unlocked-page-00015:12,,
humain,00 Électricité_Plans_pour AO - 3,S267_ADD_4,FIXTURE TYPE G2,6455,6353,0.4961,0.6902,2820,2734,exclue (doublon),H:00 Électricité_Plans_pour AO - 3:23,H:00 Addenda MEP01_Plans-unlocked-page-00015:2,,
humain,00 Électricité_Plans_pour AO - 3,S267_ADD_4,FIXTURE TYPE G2,6986,5989,0.5369,0.6507,3051,2576,exclue (doublon),H:00 Électricité_Plans_pour AO - 3:24,H:00 Addenda MEP01_Plans-unlocked-page-00015:3,,
humain,00 Électricité_Plans_pour AO - 3,S267_ADD_4,FIXTURE TYPE G2,7750,7298,0.5956,0.7929,3384,3145,exclue (doublon),H:00 Électricité_Plans_pour AO - 3:25,H:00 Addenda MEP01_Plans-unlocked-page-00015:11,,
humain,00 Électricité_Plans_pour AO - 3,S267_ADD_4,FIXTURE TYPE G2,6446,4989,0.4954,0.5420,2816,2140,exclue (doublon),H:00 Électricité_Plans_pour AO - 3:26,H:00 Addenda MEP01_Plans-unlocked-page-00015:5,,
humain,00 Électricité_Plans_pour AO - 3,S267_ADD_4,FIXTURE TYPE G2,6986,4670,0.5369,0.5074,3051,2002,exclue (doublon),H:00 Électricité_Plans_pour AO - 3:27,H:00 Addenda MEP01_Plans-unlocked-page-00015:6,,
humain,00 Électricité_Plans_pour AO - 3,S267_ADD_4,FIXTURE TYPE G2,6446,2024,0.4954,0.2199,2816,851,exclue (doublon),H:00 Électricité_Plans_pour AO - 3:28,H:00 Addenda MEP01_Plans-unlocked-page-00015:9,,
humain,00 Électricité_Plans_pour AO - 3,S267_ADD_4,FIXTURE TYPE G2,7741,2021,0.5950,0.2196,3380,849,exclue (doublon),H:00 Électricité_Plans_pour AO - 3:29,H:00 Addenda MEP01_Plans-unlocked-page-00015:8,,
humain,00 Électricité_Plans_pour AO - 3,S267_ADD_4,FIXTURE TYPE G2,5160,2028,0.3966,0.2203,2257,852,exclue (doublon),H:00 Électricité_Plans_pour AO - 3:30,H:00 Addenda MEP01_Plans-unlocked-page-00015:10,,
humain,00 Électricité_Plans_pour AO - 3,S267_ADD_4,FIXTURE TYPE G2,3860,2031,0.2967,0.2207,1691,854,exclue (doublon),H:00 Électricité_Plans_pour AO - 3:31,H:00 Addenda MEP01_Plans-unlocked-page-00015:16,,
humain,00 Électricité_Plans_pour AO - 3,S267_ADD_4,FIXTURE TYPE L5,3891,887,0.2991,0.0964,1705,356,exclue (doublon),H:00 Électricité_Plans_pour AO - 3:32,H:00 Addenda MEP01_Plans-unlocked-page-00015:36,,
humain,00 Électricité_Plans_pour AO - 3,S267_ADD_4,FIXTURE TYPE L5,5098,893,0.3918,0.0970,2230,359,exclue (doublon),H:00 Électricité_Plans_pour AO - 3:33,H:00 Addenda MEP01_Plans-unlocked-page-00015:35,,
humain,00 Électricité_Plans_pour AO - 3,S267_ADD_4,FIXTURE TYPE L5,6522,887,0.5013,0.0964,2849,356,exclue (doublon),H:00 Électricité_Plans_pour AO - 3:34,H:00 Addenda MEP01_Plans-unlocked-page-00015:34,,
humain,00 Électricité_Plans_pour AO - 3,S267_ADD_4,FIXTURE TYPE L5,8980,7736,0.6902,0.8405,3919,3335,exclue (doublon),H:00 Électricité_Plans_pour AO - 3:35,H:00 Addenda MEP01_Plans-unlocked-page-00015:38,,
humain,00 Électricité_Plans_pour AO - 3,S267_ADD_4,FIXTURE TYPE L5,8817,6743,0.6777,0.7326,3848,2904,exclue (doublon),H:00 Électricité_Plans_pour AO - 3:36,H:00 Addenda MEP01_Plans-unlocked-page-00015:39,,
humain,00 Électricité_Plans_pour AO - 3,S267_ADD_4,FIXTURE TYPE L5,8821,5865,0.6780,0.6372,3850,2522,exclue (doublon),H:00 Électricité_Plans_pour AO - 3:37,H:00 Addenda MEP01_Plans-unlocked-page-00015:40,,
humain,00 Électricité_Plans_pour AO - 3,S267_ADD_4,FIXTURE TYPE L5,8819,4573,0.6778,0.4968,3849,1960,exclue (doublon),H:00 Électricité_Plans_pour AO - 3:38,H:00 Addenda MEP01_Plans-unlocked-page-00015:32,,
humain,00 Électricité_Plans_pour AO - 3,S267_ADD_4,FIXTURE TYPE L5,8817,3471,0.6777,0.3771,3848,1480,exclue (doublon),H:00 Électricité_Plans_pour AO - 3:39,H:00 Addenda MEP01_Plans-unlocked-page-00015:33,,
humain,00 Électricité_Plans_pour AO - 3,S267_ADD_4,FIXTURE TYPE L5,2890,7733,0.2221,0.8402,1269,3334,exclue (doublon),H:00 Électricité_Plans_pour AO - 3:40,H:00 Addenda MEP01_Plans-unlocked-page-00015:37,,
humain,00 Électricité_Plans_pour AO - 3,S267_ADD_4,FIXTURE TYPE L2,9554,6355,0.7343,0.6905,4168,2735,exclue (doublon),H:00 Électricité_Plans_pour AO - 3:41,H:00 Addenda MEP01_Plans-unlocked-page-00015:42,,
humain,00 Électricité_Plans_pour AO - 3,S267_ADD_4,FIXTURE TYPE L2,10745,5220,0.8258,0.5671,4686,2241,exclue (doublon),H:00 Électricité_Plans_pour AO - 3:42,H:00 Addenda MEP01_Plans-unlocked-page-00015:41,,
humain,00 Électricité_Plans_pour AO - 3,S267_ADD_4,FIXTURE TYPE L2,8587,2135,0.6600,0.2320,3748,899,exclue (doublon),H:00 Électricité_Plans_pour AO - 3:43,H:00 Addenda MEP01_Plans-unlocked-page-00015:43,,
humain,00 Électricité_Plans_pour AO - 3,S267_ADD_4,FIXTURE TYPE L3,10039,3849,0.7716,0.4182,4379,1645,exclue (doublon),H:00 Électricité_Plans_pour AO - 3:44,H:00 Addenda MEP01_Plans-unlocked-page-00015:44,,
humain,00 Électricité_Plans_pour AO - 3,S267_ADD_4,FIXTURE TYPE L3,10047,4901,0.7722,0.5325,4383,2102,exclue (doublon),H:00 Électricité_Plans_pour AO - 3:45,H:00 Addenda MEP01_Plans-unlocked-page-00015:45,,
humain,00 Électricité_Plans_pour AO - 3,S267_ADD_4,FIXTURE TYPE L3,2619,1091,0.2013,0.1185,1152,445,exclue (doublon),H:00 Électricité_Plans_pour AO - 3:46,H:00 Addenda MEP01_Plans-unlocked-page-00015:47,,
humain,00 Électricité_Plans_pour AO - 3,S267_ADD_4,FIXTURE TYPE L3,1736,2041,0.1334,0.2218,767,858,exclue (doublon),H:00 Électricité_Plans_pour AO - 3:47,H:00 Addenda MEP01_Plans-unlocked-page-00015:46,,
humain,00 Addenda MEP01_Plans-unlocked-page-00016,S267_ADD_21,ADD FIXTURE TYPE A1,4078,4158,0.5796,0.8394,3307,3361,appariée,H:00 Addenda MEP01_Plans-unlocked-page-00016:1,IA:S267_ADD_21:24,A1 Troffer 2x4,14.6
humain,00 Addenda MEP01_Plans-unlocked-page-00016,S267_ADD_21,ADD FIXTURE TYPE A1,4075,4264,0.5792,0.8608,3305,3447,appariée,H:00 Addenda MEP01_Plans-unlocked-page-00016:2,IA:S267_ADD_21:25,A1 Troffer 2x4,14.1
