label,famille,forme,rgb,jeton_regex,description,source
Luminaire N,luminaire,cercle,,,Luminaire N,EL001 (add. 4) tableau des appareils d'éclairage
Luminaire N urgence,secours,cercle,,,Luminaire N urgence,EL001 (add. 4) légende éclairage d'urgence
Luminaire P1,luminaire,cercle,,,Luminaire P1,EL001 (add. 4) tableau des appareils d'éclairage
Luminaire P2,luminaire,cercle,,,Luminaire P2,EL001 (add. 4) tableau des appareils d'éclairage
Luminaire S1,luminaire,cercle,,,Luminaire S1,EL001 (add. 4) tableau des appareils d'éclairage
Luminaire S1 urgence,secours,cercle,,,Luminaire S1 urgence,EL001 (add. 4) légende éclairage d'urgence
Luminaire S2,luminaire,cercle,,,Luminaire S2,EL001 (add. 4) tableau des appareils d'éclairage
Luminaire S3,luminaire,cercle,,,Luminaire S3,EL001 (add. 4) tableau des appareils d'éclairage
Luminaire T temporaire,luminaire,cercle,,,Luminaire T temporaire,EL001 (add. 4) tableau des appareils d'éclairage
Luminaire T urgence,secours,cercle,,,Luminaire T urgence,EL001 (add. 4) légende éclairage d'urgence
Luminaire V,luminaire,cercle,,,Luminaire V,EL001 (add. 4) tableau des appareils d'éclairage
Luminaire W,luminaire,cercle,,,Luminaire W,EL001 (add. 4) tableau des appareils d'éclairage
Luminaire mural puits,luminaire,cercle,,,Luminaire mural puits,EL001 (add. 4) tableau des appareils d'éclairage
Mini-onduleur 1440W,secours,cercle,,,Mini-onduleur 1440W,EL001 (add. 4) légende éclairage d'urgence
Minuterie éclairage extérieur,commande,cercle,,,Minuterie éclairage extérieur,EL001 (add. 4) tableau des contrôles d'éclairage
Minuterie éclairage puits,commande,cercle,,,Minuterie éclairage puits,EL001 (add. 4) tableau des contrôles d'éclairage
Module adressable MA,alarme,cercle,,,Module adressable MA,EL001 (add. 4) légende alarme incendie
Module gradation DE2,commande,cercle,,,Module gradation DE2,EL001 (add. 4) tableau des contrôles d'éclairage
Module nLight NI1,commande,cercle,,,Module nLight NI1,EL001 (add. 4) tableau des contrôles d'éclairage
Module nLight SC2,commande,cercle,,,Module nLight SC2,EL001 (add. 4) tableau des contrôles d'éclairage
Mât branchement provisoire,distribution,carre,,,Mât branchement provisoire,EL201/EL202 unifilaire et distribution (add. 2)
Opérateur de porte,autre,trapeze,,,Opérateur de porte,EL001 légende contrôle d'accès / EL403-EL405
Panneau annonciateur,alarme,cercle,,,Panneau annonciateur,EL001 (add. 4) légende alarme incendie
Panneau distribution,distribution,carre,,,Panneau distribution,EL201/EL202 unifilaire et distribution (add. 2)
Panneau principal alarme,alarme,cercle,,,Panneau principal alarme,EL001 (add. 4) légende alarme incendie
Passerelle communication bornes,distribution,carre,,,Passerelle communication bornes,EL201/EL202 unifilaire et distribution (add. 2)
Phare double temporaire,secours,cercle,,,Phare double temporaire,EL001 (add. 4) légende éclairage d'urgence
Pont nLight BG1,commande,cercle,,,Pont nLight BG1,EL001 (add. 4) tableau des contrôles d'éclairage
Poste manuel,alarme,carre,,,Poste manuel,EL001 (add. 4) légende alarme incendie
Poste mural SO1,commande,cercle,,,Poste mural SO1,EL001 (add. 4) tableau des contrôles d'éclairage
Poste mural SO2,commande,cercle,,,Poste mural SO2,EL001 (add. 4) tableau des contrôles d'éclairage
Poste mural SO3,commande,cercle,,,Poste mural SO3,EL001 (add. 4) tableau des contrôles d'éclairage
Poste mural SW1,commande,cercle,,,Poste mural SW1,EL001 (add. 4) tableau des contrôles d'éclairage
Poste mural SW2,commande,cercle,,,Poste mural SW2,EL001 (add. 4) tableau des contrôles d'éclairage
Poste mural SW3,commande,cercle,,,Poste mural SW3,EL001 (add. 4) tableau des contrôles d'éclairage
Poste mural SW5,commande,cercle,,,Poste mural SW5,EL001 (add. 4) tableau des contrôles d'éclairage
Poteau branchement provisoire,distribution,carre,,,Poteau branchement provisoire,EL201/EL202 unifilaire et distribution (add. 2)
Poteau client télécom,distribution,carre,,,Poteau client télécom,EL201/EL202 unifilaire et distribution (add. 2)
Poteau liaison aérosouterraine,distribution,carre,,,Poteau liaison aérosouterraine,EL201/EL202 unifilaire et distribution (add. 2)
Prise adoucisseur,prise,cercle,,,Prise adoucisseur,EL001 (add. 4) légende prises de courant
Prise congélateur,prise,cercle,,,Prise congélateur,EL001 (add. 4) légende prises de courant
Prise double,prise,cercle,,,Prise double,EL001 (add. 4) légende prises de courant
Prise double 20A,prise,cercle,,,Prise double 20A,EL001 (add. 4) légende prises de courant
Prise double 20A RA,prise,cercle,,,Prise double 20A RA,EL001 (add. 4) légende prises de courant
Prise double DDFT,prise,cercle,,,Prise double DDFT,EL001 (add. 4) légende prises de courant
Prise double DDFT 20A étanche,prise,cercle,,,Prise double DDFT 20A étanche,EL001 (add. 4) légende prises de courant
Prise double comptoir,prise,cercle,,,Prise double comptoir,EL001 (add. 4) légende prises de courant
Prise double comptoir 20A,prise,cercle,,,Prise double comptoir 20A,EL001 (add. 4) légende prises de courant
Prise lave-vaisselle,prise,cercle,,,Prise lave-vaisselle,EL001 (add. 4) légende prises de courant
Prise micro-onde,prise,cercle,,,Prise micro-onde,EL001 (add. 4) légende prises de courant
Prise réfrigérateur,prise,cercle,,,Prise réfrigérateur,EL001 (add. 4) légende prises de courant
Prise toiture DDFT 20A,prise,cercle,,,Prise toiture DDFT 20A,EL001 (add. 4) légende prises de courant
Raccordement ascenseur,mecanique,carre,,,Raccordement ascenseur,EL408 tableau des raccordements mécaniques (add. 2) / EL404-EL406
Raccordement barre multiprise télécom,mecanique,carre,,,Raccordement barre multiprise télécom,EL408 tableau des raccordements mécaniques (add. 2) / EL404-EL406
Raccordement boîtier contrôle valves,mecanique,carre,,,Raccordement boîtier contrôle valves,EL408 tableau des raccordements mécaniques (add. 2) / EL404-EL406
Raccordement chaudière électrique,mecanique,carre,,,Raccordement chaudière électrique,EL408 tableau des raccordements mécaniques (add. 2) / EL404-EL406
Raccordement chauffe-eau,mecanique,carre,,,Raccordement chauffe-eau,EL408 tableau des raccordements mécaniques (add. 2) / EL404-EL406
Raccordement cuisinière,mecanique,carre,,,Raccordement cuisinière,EL408 tableau des raccordements mécaniques (add. 2) / EL404-EL406
Raccordement câble chauffant,chauffage,losange,,,Raccordement câble chauffant,EL001 tableau des appareils de chauffage / EL404-EL406 (add. 2)
Raccordement entrée existante,mecanique,carre,,,Raccordement entrée existante,EL408 tableau des raccordements mécaniques (add. 2) / EL404-EL406
Raccordement fontaine d'eau,mecanique,carre,,,Raccordement fontaine d'eau,EL408 tableau des raccordements mécaniques (add. 2) / EL404-EL406
Raccordement moteur,mecanique,carre,,,Raccordement moteur,EL408 tableau des raccordements mécaniques (add. 2) / EL404-EL406
Raccordement panneau régulation,mecanique,carre,,,Raccordement panneau régulation,EL408 tableau des raccordements mécaniques (add. 2) / EL404-EL406
Raccordement pompe,mecanique,carre,,,Raccordement pompe,EL408 tableau des raccordements mécaniques (add. 2) / EL404-EL406
Raccordement rideau motorisé,mecanique,carre,,,Raccordement rideau motorisé,EL408 tableau des raccordements mécaniques (add. 2) / EL404-EL406
Raccordement thermopompe,mecanique,carre,,,Raccordement thermopompe,EL408 tableau des raccordements mécaniques (add. 2) / EL404-EL406
Raccordement unité toiture,mecanique,carre,,,Raccordement unité toiture,EL408 tableau des raccordements mécaniques (add. 2) / EL404-EL406
Raccordement ventilateur,mecanique,carre,,,Raccordement ventilateur,EL408 tableau des raccordements mécaniques (add. 2) / EL404-EL406
Raccordement éclairage UR-01,mecanique,carre,,,Raccordement éclairage UR-01,EL408 tableau des raccordements mécaniques (add. 2) / EL404-EL406
Rail éclairage R,luminaire,cercle,,,Rail éclairage R,EL001 (add. 4) tableau des appareils d'éclairage
Relais adressable RA,alarme,cercle,,,Relais adressable RA,EL001 (add. 4) légende alarme incendie
Retenue magnétique,autre,trapeze,,,Retenue magnétique,EL001 légende contrôle d'accès / EL403-EL405
Sectionneur 30A,mecanique,carre,,,Sectionneur 30A,EL408 tableau des raccordements mécaniques (add. 2) / EL404-EL406
Sectionneur 30A fusible,mecanique,carre,,,Sectionneur 30A fusible,EL408 tableau des raccordements mécaniques (add. 2) / EL404-EL406
Symbole M carré — à classer,distribution,carre,,,Symbole M carré — à classer,EL201/EL202 unifilaire et distribution (add. 2) — hors légende
Sèche-mains,prise,cercle,,,Sèche-mains,EL001 (add. 4) légende prises de courant
Tige MALT,distribution,carre,,,Tige MALT,EL201/EL202 unifilaire et distribution (add. 2)
Transformateur sec,distribution,carre,,,Transformateur sec,EL201/EL202 unifilaire et distribution (add. 2)
Transformateur sur socle,distribution,carre,,,Transformateur sur socle,EL201/EL202 unifilaire et distribution (add. 2)
Témoin visuel,alarme,cercle,,,Témoin visuel,EL001 (add. 4) légende alarme incendie
Électro-aimant,autre,trapeze,,,Électro-aimant,EL001 légende contrôle d'accès / EL403-EL405
