feuille,repere,source,materiel,designation,qte,portee,modele,prescription,parent
DSI01,I02-26,DSI01-098,AVERTISSEUR INCENDIE KLAXON,K,1,INSTALLER,MODELE NON PRECISE,Klaxon selon legende; sonore/visuel a confirmer au schema/devis,
DSI01,I02-27,DSI01-096,AVERTISSEUR INCENDIE KLAXON,K,1,INSTALLER,MODELE NON PRECISE,Klaxon selon legende; sonore/visuel a confirmer au schema/devis,
DSI01,I02-28,DSI01-097,AVERTISSEUR INCENDIE KLAXON,K,1,INSTALLER,MODELE NON PRECISE,Klaxon selon legende; sonore/visuel a confirmer au schema/devis,
DSI01,I02-29,DSI01-085,AVERTISSEUR INCENDIE KLAXON,K,1,INSTALLER,MODELE NON PRECISE,Klaxon selon legende; sonore/visuel a confirmer au schema/devis,
DSI01,I03-01,DSI01-105,DECLENCHEUR MANUEL ADRESSABLE,F,1,INSTALLER,MODELE NON PRECISE,Selon DSI09; aucun fabricant/modele nomme,
DSI01,I03-02,DSI01-115,DECLENCHEUR MANUEL ADRESSABLE,F,1,INSTALLER,MODELE NON PRECISE,Selon DSI09; aucun fabricant/modele nomme,
DSI01,I03-03,DSI01-104,DECLENCHEUR MANUEL ADRESSABLE,F,1,INSTALLER,MODELE NON PRECISE,Selon DSI09; aucun fabricant/modele nomme,
DSI01,I03-04,DSI01-114,DECLENCHEUR MANUEL ADRESSABLE,F,1,INSTALLER,MODELE NON PRECISE,Selon DSI09; aucun fabricant/modele nomme,
DSI01,I03-05,DSI01-079,DECLENCHEUR MANUEL ADRESSABLE,F,1,INSTALLER,MODELE NON PRECISE,Selon DSI09; aucun fabricant/modele nomme,
DSI01,I03-06,DSI01-101,DECLENCHEUR MANUEL ADRESSABLE,F,1,INSTALLER,MODELE NON PRECISE,Selon DSI09; aucun fabricant/modele nomme,
DSI01,I03-07,DSI01-080,DECLENCHEUR MANUEL ADRESSABLE,F,1,INSTALLER,MODELE NON PRECISE,Selon DSI09; aucun fabricant/modele nomme,
DSI01,I03-08,DSI01-093,DECLENCHEUR MANUEL ADRESSABLE,F,1,INSTALLER,MODELE NON PRECISE,Selon DSI09; aucun fabricant/modele nomme,
DSI01,I03-09,DSI01-078,DECLENCHEUR MANUEL ADRESSABLE,F,1,INSTALLER,MODELE NON PRECISE,Selon DSI09; aucun fabricant/modele nomme,
DSI01,I03-10,DSI01-092,DECLENCHEUR MANUEL ADRESSABLE,F,1,INSTALLER,MODELE NON PRECISE,Selon DSI09; aucun fabricant/modele nomme,
DSI01,I03-11,DSI01-100,DECLENCHEUR MANUEL ADRESSABLE,F,1,INSTALLER,MODELE NON PRECISE,Selon DSI09; aucun fabricant/modele nomme,
DSI01,I04-01,DSI01-059,DETECTEUR DE FUMEE ADRESSABLE,DF,1,INSTALLER,MODELE NON PRECISE,Selon DSI09; aucun fabricant/modele nomme,
DSI01,I04-02,DSI01-036,DETECTEUR DE FUMEE ADRESSABLE,DF,1,INSTALLER,MODELE NON PRECISE,Selon DSI09; aucun fabricant/modele nomme,
DSI01,I04-03,DSI01-037,DETECTEUR DE FUMEE ADRESSABLE,DF,1,INSTALLER,MODELE NON PRECISE,Selon DSI09; aucun fabricant/modele nomme,
DSI01,I04-04,DSI01-056,DETECTEUR DE FUMEE ADRESSABLE,DF,1,INSTALLER,MODELE NON PRECISE,Selon DSI09; aucun fabricant/modele nomme,
DSI01,I04-05,DSI01-057,DETECTEUR DE FUMEE ADRESSABLE,DF,1,INSTALLER,MODELE NON PRECISE,Selon DSI09; aucun fabricant/modele nomme,
DSI01,I04-06,DSI01-058,DETECTEUR DE FUMEE ADRESSABLE,DF,1,INSTALLER,MODELE NON PRECISE,Selon DSI09; aucun fabricant/modele nomme,
DSI01,I04-07,DSI01-016,DETECTEUR DE FUMEE ADRESSABLE,DF,1,INSTALLER,MODELE NON PRECISE,Selon DSI09; aucun fabricant/modele nomme,
DSI01,I04-08,DSI01-001,DETECTEUR DE FUMEE ADRESSABLE,DF,1,INSTALLER,MODELE NON PRECISE,Selon DSI09; aucun fabricant/modele nomme,
DSI01,I04-09,DSI01-002,DETECTEUR DE FUMEE ADRESSABLE,DF,1,INSTALLER,MODELE NON PRECISE,Selon DSI09; aucun fabricant/modele nomme,
DSI01,I04-10,DSI01-005,DETECTEUR DE FUMEE ADRESSABLE,DF,1,INSTALLER,MODELE NON PRECISE,Selon DSI09; aucun fabricant/modele nomme,
DSI01,I04-11,DSI01-014,DETECTEUR DE FUMEE ADRESSABLE,DF,1,INSTALLER,MODELE NON PRECISE,Selon DSI09; aucun fabricant/modele nomme,
DSI01,I04-12,DSI01-015,DETECTEUR DE FUMEE ADRESSABLE,DF,1,INSTALLER,MODELE NON PRECISE,Selon DSI09; aucun fabricant/modele nomme,
DSI01,I04-13,DSI01-017,DETECTEUR DE FUMEE ADRESSABLE,DF,1,INSTALLER,MODELE NON PRECISE,Selon DSI09; aucun fabricant/modele nomme,
DSI01,I05-01,DSI01-039,DETECTEUR THERMIQUE 57C FIXE,DT,1,INSTALLER,MODELE NON PRECISE,57C/135F fixe suivant legende,
DSI01,I05-02,DSI01-040,DETECTEUR THERMIQUE 57C FIXE,DT,1,INSTALLER,MODELE NON PRECISE,57C/135F fixe suivant legende,
DSI01,I05-03,DSI01-061,DETECTEUR THERMIQUE 57C FIXE,DT,1,INSTALLER,MODELE NON PRECISE,57C/135F fixe suivant legende,
DSI01,I05-04,DSI01-062,DETECTEUR THERMIQUE 57C FIXE,DT,1,INSTALLER,MODELE NON PRECISE,57C/135F fixe suivant legende,
DSI01,I05-05,DSI01-043,DETECTEUR THERMIQUE 57C FIXE,DT,1,INSTALLER,MODELE NON PRECISE,57C/135F fixe suivant legende,
DSI01,I05-06,DSI01-065,DETECTEUR THERMIQUE 57C FIXE,DT,1,INSTALLER,MODELE NON PRECISE,57C/135F fixe suivant legende,
DSI01,I05-07,DSI01-041,DETECTEUR THERMIQUE 57C FIXE,DT,1,INSTALLER,MODELE NON PRECISE,57C/135F fixe suivant legende,
DSI01,I05-08,DSI01-063,DETECTEUR THERMIQUE 57C FIXE,DT,1,INSTALLER,MODELE NON PRECISE,57C/135F fixe suivant legende,
DSI01,I05-09,DSI01-038,DETECTEUR THERMIQUE 57C FIXE,DT,1,INSTALLER,MODELE NON PRECISE,57C/135F fixe suivant legende,
DSI01,I05-10,DSI01-042,DETECTEUR THERMIQUE 57C FIXE,DT,1,INSTALLER,MODELE NON PRECISE,57C/135F fixe suivant legende,
DSI01,I05-11,DSI01-060,DETECTEUR THERMIQUE 57C FIXE,DT,1,INSTALLER,MODELE NON PRECISE,57C/135F fixe suivant legende,
DSI01,I05-12,DSI01-064,DETECTEUR THERMIQUE 57C FIXE,DT,1,INSTALLER,MODELE NON PRECISE,57C/135F fixe suivant legende,
DSI01,I05-13,DSI01-004,DETECTEUR THERMIQUE 57C FIXE,DT,1,INSTALLER,MODELE NON PRECISE,57C/135F fixe suivant legende,
DSI01,I05-14,DSI01-013,DETECTEUR THERMIQUE 57C FIXE,DT,1,INSTALLER,MODELE NON PRECISE,57C/135F fixe suivant legende,
DSI01,I05-15,DSI01-003,DETECTEUR THERMIQUE 57C FIXE,DT,1,INSTALLER,MODELE NON PRECISE,57C/135F fixe suivant legende,
DSI01,I05-16,DSI01-012,DETECTEUR THERMIQUE 57C FIXE,DT,1,INSTALLER,MODELE NON PRECISE,57C/135F fixe suivant legende,
DSI01,I05-17,DSI01-019,DETECTEUR THERMIQUE 57C FIXE,DT,1,INSTALLER,MODELE NON PRECISE,57C/135F fixe suivant legende,
DSI01,I05-18,DSI01-020,DETECTEUR THERMIQUE 57C FIXE,DT,1,INSTALLER,MODELE NON PRECISE,57C/135F fixe suivant legende,
DSI01,I05-19,DSI01-023,DETECTEUR THERMIQUE 57C FIXE,DT,1,INSTALLER,MODELE NON PRECISE,57C/135F fixe suivant legende,
DSI01,I05-20,DSI01-021,DETECTEUR THERMIQUE 57C FIXE,DT,1,INSTALLER,MODELE NON PRECISE,57C/135F fixe suivant legende,
DSI01,I05-21,DSI01-018,DETECTEUR THERMIQUE 57C FIXE,DT,1,INSTALLER,MODELE NON PRECISE,57C/135F fixe suivant legende,
DSI01,I05-22,DSI01-022,DETECTEUR THERMIQUE 57C FIXE,DT,1,INSTALLER,MODELE NON PRECISE,57C/135F fixe suivant legende,
DSI01,I05-23,DSI01-006,DETECTEUR THERMIQUE 57C FIXE,DT,1,INSTALLER,MODELE NON PRECISE,57C/135F fixe suivant legende,
DSI01,I05-24,DSI01-008,DETECTEUR THERMIQUE 57C FIXE,DT,1,INSTALLER,MODELE NON PRECISE,57C/135F fixe suivant legende,
DSI01,I05-25,DSI01-009,DETECTEUR THERMIQUE 57C FIXE,DT,1,INSTALLER,MODELE NON PRECISE,57C/135F fixe suivant legende,
DSI01,I05-26,DSI01-007,DETECTEUR THERMIQUE 57C FIXE,DT,1,INSTALLER,MODELE NON PRECISE,57C/135F fixe suivant legende,
DSI01,I05-27,DSI01-010,DETECTEUR THERMIQUE 57C FIXE,DT,1,INSTALLER,MODELE NON PRECISE,57C/135F fixe suivant legende,
DSI01,I05-28,DSI01-011,DETECTEUR THERMIQUE 57C FIXE,DT,1,INSTALLER,MODELE NON PRECISE,57C/135F fixe suivant legende,
DSI01,I06-01,DSI01-086,MODULE ADRESSABLE SIMPLE,MA,1,INSTALLER,MODELE NON PRECISE,Selon DSI09; aucun fabricant/modele nomme,
DSI01,I06-02,DSI01-087,MODULE ADRESSABLE SIMPLE,MA,1,INSTALLER,MODELE NON PRECISE,Selon DSI09; aucun fabricant/modele nomme,
DSI01,I06-03,DSI01-088,MODULE ADRESSABLE SIMPLE,MA,1,INSTALLER,MODELE NON PRECISE,Selon DSI09; aucun fabricant/modele nomme,
DSI01,I07-01,DSI01-122,PANNEAU ALARME INCENDIE,PAI,1,INSTALLER,MODELE NON PRECISE,Adressable; DSI09 configurations et surveillance contradictoires reservees,
DSI01,I08-01,DSI01-089,"RELAIS ADRESSABLE Tous les symboles retenus ont un ancrage PDF exact. de quantite additionnelle; ne pas additionner plans, diagrammes et plans types logements. prescrits hors plan, repartition par site a confirmer; affiches et accessoires classes A/B et surveillance a distance contradictoires: reserves. Longueurs cables/conduits des fichiers et rendu PDF seulement. unifilaire partiel F0.1 a F0.4. Reperes DT1.10 du schema differents du plan.",RA dans bordereau complementaire. et depose ancien systeme,1 non quantifiables,INSTALLER sur ces diagrammes.,MODELE NON PRECISE,Selon DSI09; aucun fabricant/modele nomme,
DSI02,I01-01,DSI02-058,AVERTISSEUR INCENDIE KLAXON,K,1,RENVOI_DSI01,MODELE NON PRECISE,"Schema partiel: reperes extremes et ellipses ne donnent pas une quantite physique; plan de niveau maitre, divergence modules a confirmer",
DSI02,I01-02,DSI02-059,AVERTISSEUR INCENDIE KLAXON,K,1,RENVOI_DSI01,MODELE NON PRECISE,"Schema partiel: reperes extremes et ellipses ne donnent pas une quantite physique; plan de niveau maitre, divergence modules a confirmer",
DSI02,I01-03,DSI02-056,AVERTISSEUR INCENDIE KLAXON,K,1,RENVOI_DSI01,MODELE NON PRECISE,"Schema partiel: reperes extremes et ellipses ne donnent pas une quantite physique; plan de niveau maitre, divergence modules a confirmer",
DSI02,I01-04,DSI02-057,AVERTISSEUR INCENDIE KLAXON,K,1,RENVOI_DSI01,MODELE NON PRECISE,"Schema partiel: reperes extremes et ellipses ne donnent pas une quantite physique; plan de niveau maitre, divergence modules a confirmer",
DSI02,I01-05,DSI02-048,AVERTISSEUR INCENDIE KLAXON,K,1,RENVOI_DSI01,MODELE NON PRECISE,"Schema partiel: reperes extremes et ellipses ne donnent pas une quantite physique; plan de niveau maitre, divergence modules a confirmer",
DSI02,I01-06,DSI02-049,AVERTISSEUR INCENDIE KLAXON,K,1,RENVOI_DSI01,MODELE NON PRECISE,"Schema partiel: reperes extremes et ellipses ne donnent pas une quantite physique; plan de niveau maitre, divergence modules a confirmer",
DSI02,I01-07,DSI02-046,AVERTISSEUR INCENDIE KLAXON,K,1,RENVOI_DSI01,MODELE NON PRECISE,"Schema partiel: reperes extremes et ellipses ne donnent pas une quantite physique; plan de niveau maitre, divergence modules a confirmer",
DSI02,I01-08,DSI02-047,AVERTISSEUR INCENDIE KLAXON,K,1,RENVOI_DSI01,MODELE NON PRECISE,"Schema partiel: reperes extremes et ellipses ne donnent pas une quantite physique; plan de niveau maitre, divergence modules a confirmer",
DSI02,I01-09,DSI02-036,AVERTISSEUR INCENDIE KLAXON,K,1,RENVOI_DSI01,MODELE NON PRECISE,"Schema partiel: reperes extremes et ellipses ne donnent pas une quantite physique; plan de niveau maitre, divergence modules a confirmer",
DSI02,I01-10,DSI02-037,AVERTISSEUR INCENDIE KLAXON,K,1,RENVOI_DSI01,MODELE NON PRECISE,"Schema partiel: reperes extremes et ellipses ne donnent pas une quantite physique; plan de niveau maitre, divergence modules a confirmer",
DSI02,I01-11,DSI02-039,AVERTISSEUR INCENDIE KLAXON,K,1,RENVOI_DSI01,MODELE NON PRECISE,"Schema partiel: reperes extremes et ellipses ne donnent pas une quantite physique; plan de niveau maitre, divergence modules a confirmer",
DSI02,I01-12,DSI02-038,AVERTISSEUR INCENDIE KLAXON,K,1,RENVOI_DSI01,MODELE NON PRECISE,"Schema partiel: reperes extremes et ellipses ne donnent pas une quantite physique; plan de niveau maitre, divergence modules a confirmer",
DSI02,I01-13,DSI02-028,AVERTISSEUR INCENDIE KLAXON,K,1,RENVOI_DSI01,MODELE NON PRECISE,"Schema partiel: reperes extremes et ellipses ne donnent pas une quantite physique; plan de niveau maitre, divergence modules a confirmer",
DSI02,I01-14,DSI02-029,AVERTISSEUR INCENDIE KLAXON,K,1,RENVOI_DSI01,MODELE NON PRECISE,"Schema partiel: reperes extremes et ellipses ne donnent pas une quantite physique; plan de niveau maitre, divergence modules a confirmer",
DSI02,I02-01,DSI02-053,DECLENCHEUR MANUEL ADRESSABLE,F,1,RENVOI_DSI01,MODELE NON PRECISE,"Schema partiel: reperes extremes et ellipses ne donnent pas une quantite physique; plan de niveau maitre, divergence modules a confirmer",
DSI02,I02-02,DSI02-052,DECLENCHEUR MANUEL ADRESSABLE,F,1,RENVOI_DSI01,MODELE NON PRECISE,"Schema partiel: reperes extremes et ellipses ne donnent pas une quantite physique; plan de niveau maitre, divergence modules a confirmer",
DSI02,I02-03,DSI02-043,DECLENCHEUR MANUEL ADRESSABLE,F,1,RENVOI_DSI01,MODELE NON PRECISE,"Schema partiel: reperes extremes et ellipses ne donnent pas une quantite physique; plan de niveau maitre, divergence modules a confirmer",
DSI02,I02-04,DSI02-042,DECLENCHEUR MANUEL ADRESSABLE,F,1,RENVOI_DSI01,MODELE NON PRECISE,"Schema partiel: reperes extremes et ellipses ne donnent pas une quantite physique; plan de niveau maitre, divergence modules a confirmer",
DSI02,I02-05,DSI02-033,DECLENCHEUR MANUEL ADRESSABLE,F,1,RENVOI_DSI01,MODELE NON PRECISE,"Schema partiel: reperes extremes et ellipses ne donnent pas une quantite physique; plan de niveau maitre, divergence modules a confirmer",
DSI02,I02-06,DSI02-032,DECLENCHEUR MANUEL ADRESSABLE,F,1,RENVOI_DSI01,MODELE NON PRECISE,"Schema partiel: reperes extremes et ellipses ne donnent pas une quantite physique; plan de niveau maitre, divergence modules a confirmer",
DSI02,I02-07,DSI02-027,DECLENCHEUR MANUEL ADRESSABLE,F,1,RENVOI_DSI01,MODELE NON PRECISE,"Schema partiel: reperes extremes et ellipses ne donnent pas une quantite physique; plan de niveau maitre, divergence modules a confirmer",
DSI02,I02-08,DSI02-026,DECLENCHEUR MANUEL ADRESSABLE,F,1,RENVOI_DSI01,MODELE NON PRECISE,"Schema partiel: reperes extremes et ellipses ne donnent pas une quantite physique; plan de niveau maitre, divergence modules a confirmer",
