cote,page_humaine,feuille_ia,libelle,x_px,y_px,x_norm,y_norm,x_px_ia,y_px_ia,statut,id,id_apparie,libelle_apparie,distance_px_ia
humain,01-PLANS - 27 2,E304,FIXT TYPE UE2,6091,2025,0.7379,0.3271,4207,1396,appariée,H:01-PLANS - 27 2:27,IA:E304:25,Luminaire linéaire applique urgence,34.4
humain,01-PLANS - 27 2,E304,FIXT TYPE UE2,4320,4349,0.5233,0.7025,2988,3000,appariée,H:01-PLANS - 27 2:28,IA:E304:30,Luminaire linéaire applique urgence,29.2
humain,01-PLANS - 27 2,E304,FIXT TYPE UE2,4554,4351,0.5517,0.7028,3149,3001,appariée,H:01-PLANS - 27 2:29,IA:E304:31,Luminaire linéaire applique urgence,35.0
humain,01-PLANS - 27 2,E304,FIXT TYPE UE2,5188,4353,0.6285,0.7031,3585,3003,appariée,H:01-PLANS - 27 2:30,IA:E304:28,Luminaire linéaire applique urgence,3.0
humain,01-PLANS - 27 2,E304,FIXT TYPE UE2,5422,4351,0.6568,0.7028,3746,3001,appariée,H:01-PLANS - 27 2:31,IA:E304:29,Luminaire linéaire applique urgence,28.9
humain,01-PLANS - 14,E201,B 1000W,4358,1680,0.5279,0.2714,3003,1154,appariée,H:01-PLANS - 14:1,IA:E201:68,Plinthe 1000W,16.3
humain,01-PLANS - 14,E201,B 1000W,4731,1683,0.5731,0.2718,3260,1156,appariée,H:01-PLANS - 14:2,IA:E201:71,Plinthe 1000W,13.8
humain,01-PLANS - 14,E201,B 1000W,5389,1680,0.6528,0.2714,3713,1154,appariée,H:01-PLANS - 14:3,IA:E201:73,Plinthe 1000W,15.9
humain,01-PLANS - 14,E201,B 1000W,4134,1918,0.5008,0.3098,2848,1318,appariée,H:01-PLANS - 14:4,IA:E201:70,Plinthe 1000W,14.8
humain,01-PLANS - 14,E201,B 1000W,4135,2108,0.5009,0.3405,2849,1449,appariée,H:01-PLANS - 14:5,IA:E201:69,Plinthe 1000W,15.8
humain,01-PLANS - 14,E201,B 1000W,4478,2272,0.5425,0.3670,3085,1562,appariée,H:01-PLANS - 14:6,IA:E201:61,Plinthe 1000W,12.8
humain,01-PLANS - 14,E201,B 1000W,5566,1684,0.6743,0.2720,3835,1157,appariée,H:01-PLANS - 14:7,IA:E201:72,Plinthe 1000W,13.2
humain,01-PLANS - 14,E201,B 1000W,5390,2712,0.6529,0.4381,3714,1866,appariée,H:01-PLANS - 14:8,IA:E201:63,Plinthe 1000W,17.7
humain,01-PLANS - 14,E201,B 1000W,4874,2710,0.5904,0.4377,3358,1864,appariée,H:01-PLANS - 14:9,IA:E201:62,Plinthe 1000W,16.5
humain,01-PLANS - 14,E201,B 1000W,6083,2711,0.7369,0.4379,4191,1865,appariée,H:01-PLANS - 14:10,IA:E201:59,Plinthe 1000W,16.8
humain,01-PLANS - 14,E201,B 1000W,6534,2061,0.7915,0.3329,4502,1417,appariée,H:01-PLANS - 14:11,IA:E201:75,Plinthe 1000W,18.0
humain,01-PLANS - 14,E201,B 1000W,6426,1681,0.7784,0.2715,4428,1155,appariée,H:01-PLANS - 14:12,IA:E201:74,Plinthe 1000W,15.2
humain,01-PLANS - 14,E201,B 1000W,6536,2187,0.7918,0.3533,4504,1504,appariée,H:01-PLANS - 14:13,IA:E201:60,Plinthe 1000W,21.4
humain,01-PLANS - 14,E201,B 1000W,3842,3747,0.4654,0.6052,2647,2579,appariée,H:01-PLANS - 14:14,IA:E201:65,Plinthe 1000W,13.4
humain,01-PLANS - 14,E201,B 1000W,4017,3744,0.4866,0.6047,2768,2577,appariée,H:01-PLANS - 14:15,IA:E201:64,Plinthe 1000W,11.8
humain,01-PLANS - 14,E201,B 1000W,3690,3996,0.4470,0.6455,2542,2751,appariée,H:01-PLANS - 14:16,IA:E201:66,Plinthe 1000W,15.3
humain,01-PLANS - 14,E201,B 1000W,5844,4195,0.7079,0.6776,4027,2888,appariée,H:01-PLANS - 14:17,IA:E201:77,Plinthe 1000W,19.8
humain,01-PLANS - 14,E201,B 1000W,6191,4341,0.7500,0.7012,4266,2989,appariée,H:01-PLANS - 14:18,IA:E201:79,Plinthe 1000W,20.7
humain,01-PLANS - 14,E201,B 1000W,6188,4507,0.7496,0.7280,4264,3103,appariée,H:01-PLANS - 14:19,IA:E201:78,Plinthe 1000W,19.0
humain,01-PLANS - 14,E201,B 1000W,5909,4778,0.7158,0.7718,4071,3290,appariée,H:01-PLANS - 14:20,IA:E201:81,Plinthe 1000W,18.0
humain,01-PLANS - 14,E201,B 1000W,5615,4774,0.6802,0.7711,3869,3287,appariée,H:01-PLANS - 14:21,IA:E201:80,Plinthe 1000W,16.0
humain,01-PLANS - 14,E201,B 1000W,5388,4779,0.6527,0.7719,3712,3291,appariée,H:01-PLANS - 14:22,IA:E201:76,Plinthe 1000W,18.5
humain,01-PLANS - 14,E201,B 1000W,3793,4347,0.4595,0.7021,2613,2993,appariée,H:01-PLANS - 14:23,IA:E201:67,Plinthe 1000W,15.2
humain,01-PLANS - 14,E201,B 1250W,5893,1684,0.7139,0.2720,4060,1157,appariée,H:01-PLANS - 14:24,IA:E201:87,Plinthe 1250W,19.8
humain,01-PLANS - 14,E201,B 1250W,6244,2712,0.7564,0.4381,4302,1866,appariée,H:01-PLANS - 14:25,IA:E201:83,Plinthe 1250W,24.1
humain,01-PLANS - 14,E201,B 1250W,5727,2710,0.6938,0.4377,3946,1864,appariée,H:01-PLANS - 14:26,IA:E201:82,Plinthe 1250W,23.8
humain,01-PLANS - 14,E201,B 1250W,5040,1684,0.6105,0.2720,3473,1157,appariée,H:01-PLANS - 14:27,IA:E201:88,Plinthe 1250W,18.6
humain,01-PLANS - 14,E201,B 1250W,4696,3743,0.5689,0.6046,3236,2576,appariée,H:01-PLANS - 14:28,IA:E201:85,Plinthe 1250W,18.6
humain,01-PLANS - 14,E201,B 1250W,4183,3745,0.5067,0.6049,2882,2578,appariée,H:01-PLANS - 14:29,IA:E201:86,Plinthe 1250W,15.8
humain,01-PLANS - 14,E201,B 1250W,4185,4773,0.5070,0.7710,2884,3286,appariée,H:01-PLANS - 14:30,IA:E201:84,Plinthe 1250W,16.8
humain,01-PLANS - 14,E201,B 1250W,4690,4775,0.5681,0.7713,3232,3288,appariée,H:01-PLANS - 14:31,IA:E201:709,Sectionneur,82.6
humain,01-PLANS - 14,E201,B 1250W,5532,3745,0.6701,0.6049,3812,2578,appariée,H:01-PLANS - 14:32,IA:E201:90,Plinthe 1250W,18.1
humain,01-PLANS - 14,E201,B 300W,4356,1960,0.5277,0.3166,3001,1347,appariée,H:01-PLANS - 14:33,IA:E201:132,Prise comptoir,50.6
humain,01-PLANS - 14,E201,B 300W,4470,2109,0.5415,0.3407,3080,1450,appariée,H:01-PLANS - 14:34,IA:E201:104,Plinthe 300W,3.3
humain,01-PLANS - 14,E201,B 300W,4873,2252,0.5903,0.3638,3358,1548,appariée,H:01-PLANS - 14:35,IA:E201:98,Plinthe 300W,3.5
humain,01-PLANS - 14,E201,B 300W,5469,2472,0.6625,0.3993,3768,1700,appariée,H:01-PLANS - 14:36,IA:E201:30,Panneau de logement,76.9
humain,01-PLANS - 14,E201,B 300W,5689,2384,0.6892,0.3851,3920,1639,appariée,H:01-PLANS - 14:37,IA:E201:93,Plinthe 300W,3.3
humain,01-PLANS - 14,E201,B 300W,4788,1994,0.5800,0.3221,3299,1371,appariée,H:01-PLANS - 14:38,IA:E201:105,Plinthe 300W,11.9
humain,01-PLANS - 14,E201,B 300W,5416,2062,0.6561,0.3331,3732,1418,appariée,H:01-PLANS - 14:39,IA:E201:108,Plinthe 300W,10.5
humain,01-PLANS - 14,E201,B 300W,5636,1939,0.6827,0.3132,3883,1333,appariée,H:01-PLANS - 14:40,IA:E201:107,Plinthe 300W,5.6
humain,01-PLANS - 14,E201,B 300W,6235,1904,0.7553,0.3075,4296,1309,appariée,H:01-PLANS - 14:41,IA:E201:109,Plinthe 300W,6.2
humain,01-PLANS - 14,E201,B 300W,6635,2306,0.8038,0.3725,4572,1586,appariée,H:01-PLANS - 14:42,IA:E201:96,Plinthe 300W,11.8
humain,01-PLANS - 14,E201,B 300W,6124,2344,0.7419,0.3786,4220,1612,appariée,H:01-PLANS - 14:43,IA:E201:95,Plinthe 300W,3.9
humain,01-PLANS - 14,E201,B 300W,6073,2375,0.7357,0.3836,4185,1633,appariée,H:01-PLANS - 14:44,IA:E201:94,Plinthe 300W,3.7
humain,01-PLANS - 14,E201,B 300W,4768,2504,0.5776,0.4045,3285,1722,appariée,H:01-PLANS - 14:45,IA:E201:97,Plinthe 300W,9.4
humain,01-PLANS - 14,E201,B 300W,3902,4222,0.4727,0.6820,2689,2907,appariée,H:01-PLANS - 14:46,IA:E201:101,Plinthe 300W,3.5
humain,01-PLANS - 14,E201,B 300W,4233,4068,0.5128,0.6571,2917,2800,appariée,H:01-PLANS - 14:47,IA:E201:106,Plinthe 300W,10.2
humain,01-PLANS - 14,E201,B 300W,4710,4062,0.5706,0.6561,3245,2796,appariée,H:01-PLANS - 14:48,IA:E201:102,Plinthe 300W,5.4
humain,01-PLANS - 14,E201,B 300W,5352,3876,0.6483,0.6261,3688,2668,appariée,H:01-PLANS - 14:49,IA:E201:114,Plinthe 300W,6.1
humain,01-PLANS - 14,E201,B 300W,5503,4206,0.6666,0.6794,3792,2896,appariée,H:01-PLANS - 14:50,IA:E201:113,Plinthe 300W,4.6
humain,01-PLANS - 14,E201,B 300W,5830,4422,0.7062,0.7143,4017,3044,appariée,H:01-PLANS - 14:51,IA:E201:115,Plinthe 300W,11.9
humain,01-PLANS - 14,E201,B 300W,5422,4568,0.6568,0.7378,3736,3145,appariée,H:01-PLANS - 14:52,IA:E201:112,Plinthe 300W,2.1
humain,01-PLANS - 14,E201,B 300W,4833,4449,0.5855,0.7186,3330,3063,appariée,H:01-PLANS - 14:53,IA:E201:111,Plinthe 300W,4.4
humain,01-PLANS - 14,E201,B 300W,4754,4421,0.5759,0.7141,3276,3044,appariée,H:01-PLANS - 14:54,IA:E201:110,Plinthe 300W,3.3
humain,01-PLANS - 14,E201,B 300W,4014,4392,0.4863,0.7094,2766,3024,appariée,H:01-PLANS - 14:55,IA:E201:100,Plinthe 300W,2.6
humain,01-PLANS - 14,E201,b 1000w 347v,4947,1700,0.5993,0.2746,3409,1168,appariée,H:01-PLANS - 14:56,IA:E201:43,Plinthe 1000W,19.6
humain,01-PLANS - 14,E201,b 1000w 347v,4839,2236,0.5862,0.3612,3334,1537,appariée,H:01-PLANS - 14:57,IA:E201:49,Plinthe 1000W,15.9
humain,01-PLANS - 14,E201,b 1000w 347v,6115,2237,0.7408,0.3613,4213,1538,appariée,H:01-PLANS - 14:58,IA:E201:48,Plinthe 1000W,19.4
humain,01-PLANS - 14,E201,b 1000w 347v,6142,1760,0.7440,0.2843,4232,1209,appariée,H:01-PLANS - 14:59,IA:E201:46,Plinthe 1000W,19.8
humain,01-PLANS - 14,E201,b 1000w 347v,5108,2468,0.6188,0.3986,3520,1697,appariée,H:01-PLANS - 14:60,IA:E201:39,Plinthe 1000W,15.7
humain,01-PLANS - 14,E201,b 1000w 347v,5108,2791,0.6188,0.4508,3520,1920,appariée,H:01-PLANS - 14:61,IA:E201:42,Plinthe 1000W,16.0
humain,01-PLANS - 14,E201,b 1000w 347v,5687,2961,0.6889,0.4783,3919,2037,appariée,H:01-PLANS - 14:62,IA:E201:57,Plinthe 1000W,21.1
humain,01-PLANS - 14,E201,b 1000w 347v,5690,3410,0.6893,0.5508,3921,2347,appariée,H:01-PLANS - 14:63,IA:E201:55,Plinthe 1000W,21.1
humain,01-PLANS - 14,E201,b 1000w 347v,4837,3420,0.5859,0.5524,3333,2354,appariée,H:01-PLANS - 14:64,IA:E201:56,Plinthe 1000W,15.9
humain,01-PLANS - 14,E201,b 1000w 347v,4918,2912,0.5958,0.4704,3389,2003,appariée,H:01-PLANS - 14:65,IA:E201:40,Plinthe 1000W,11.3
humain,01-PLANS - 14,E201,b 1000w 347v,5140,3655,0.6227,0.5904,3542,2516,appariée,H:01-PLANS - 14:66,IA:E201:54,Plinthe 1000W,17.2
humain,01-PLANS - 14,E201,b 1000w 347v,5135,3666,0.6220,0.5921,3538,2523,appariée,H:01-PLANS - 14:67,IA:E201:41,Plinthe 1000W,17.8
humain,01-PLANS - 14,E201,b 1000w 347v,5329,3567,0.6455,0.5762,3672,2455,appariée,H:01-PLANS - 14:68,IA:E201:58,Plinthe 1000W,13.1
humain,01-PLANS - 14,E201,b 1000w 347v,4988,3807,0.6042,0.6149,3437,2621,appariée,H:01-PLANS - 14:69,IA:E201:53,Plinthe 1000W,20.1
humain,01-PLANS - 14,E201,b 1000w 347v,5339,3815,0.6468,0.6162,3679,2626,appariée,H:01-PLANS - 14:70,IA:E201:52,Plinthe 1000W,22.6
humain,01-PLANS - 14,E201,b 1000w 347v,5474,4228,0.6631,0.6829,3772,2911,appariée,H:01-PLANS - 14:71,IA:E201:51,Plinthe 1000W,15.8
humain,01-PLANS - 14,E201,b 1000w 347v,4353,4226,0.5273,0.6826,2999,2909,appariée,H:01-PLANS - 14:72,IA:E201:50,Plinthe 1000W,14.0
humain,01-PLANS - 14,E201,b 1000w 347v,4334,4507,0.5250,0.7280,2986,3103,appariée,H:01-PLANS - 14:73,IA:E201:45,Plinthe 1000W,18.0
humain,01-PLANS - 14,E201,b 1000w 347v,5513,4609,0.6678,0.7445,3799,3173,appariée,H:01-PLANS - 14:74,IA:E201:44,Plinthe 1000W,16.0
humain,01-PLANS - 14,E201,b 1000w 347v,2290,3510,0.2774,0.5670,1578,2416,appariée,H:01-PLANS - 14:75,IA:E201:47,Plinthe 1000W,21.2
humain,01-PLANS - 14,E201,RWF 1500W,4617,1685,0.5593,0.2722,3181,1158,appariée,H:01-PLANS - 14:76,IA:E201:6,Aéroconvecteur 1500W,24.8
humain,01-PLANS - 14,E201,RWF 1500W,5179,1683,0.6274,0.2718,3568,1156,appariée,H:01-PLANS - 14:77,IA:E201:9,Aéroconvecteur 1500W,21.5
humain,01-PLANS - 14,E201,RWF 1500W,5692,1679,0.6895,0.2712,3922,1153,appariée,H:01-PLANS - 14:78,IA:E201:217,Prise demi-commandée,72.2
humain,01-PLANS - 14,E201,RWF 1500W,5862,2688,0.7101,0.4342,4039,1849,appariée,H:01-PLANS - 14:79,IA:E201:2,Aéroconvecteur 1500W,20.1
humain,01-PLANS - 14,E201,RWF 1500W,5529,2705,0.6698,0.4369,3810,1861,appariée,H:01-PLANS - 14:80,IA:E201:707,Sectionneur,37.6
humain,01-PLANS - 14,E201,RWF 1500W,3688,4254,0.4468,0.6871,2541,2929,appariée,H:01-PLANS - 14:81,IA:E201:700,Sectionneur,29.2
humain,01-PLANS - 14,E201,RWF 1500W,4316,3746,0.5228,0.6051,2974,2578,appariée,H:01-PLANS - 14:82,IA:E201:214,Prise demi-commandée,71.2
humain,01-PLANS - 14,E201,RWF 1500W,4613,4771,0.5588,0.7706,3178,3285,appariée,H:01-PLANS - 14:83,IA:E201:10,Aéroconvecteur 1500W,31.6
humain,01-PLANS - 14,E201,RWF 1500W,5178,4771,0.6273,0.7706,3568,3285,appariée,H:01-PLANS - 14:84,IA:E201:710,Sectionneur,34.1
humain,01-PLANS - 14,E201,RWF 1500W,6173,4629,0.7478,0.7477,4253,3187,appariée,H:01-PLANS - 14:85,IA:E201:12,Aéroconvecteur 1500W,30.0
humain,01-PLANS - 14,E201,RWF 1500W,4616,3745,0.5592,0.6049,3181,2578,appariée,H:01-PLANS - 14:86,IA:E201:203,Prise demi-commandée,73.5
humain,01-PLANS - 14,E201,RWF 2000W,6631,2531,0.8033,0.4088,4569,1741,appariée,H:01-PLANS - 14:87,IA:E201:13,Aéroconvecteur 2000W,44.0
humain,01-PLANS - 14,E201,RWF 2000W,4278,1680,0.5182,0.2714,2948,1154,appariée,H:01-PLANS - 14:88,IA:E201:16,Aéroconvecteur 2000W,27.0
humain,01-PLANS - 14,E201,RWF 2000W,4473,2583,0.5419,0.4172,3082,1777,appariée,H:01-PLANS - 14:89,IA:E201:14,Aéroconvecteur 2000W,20.7
humain,01-PLANS - 14,E201,RWF 2000W,4972,4772,0.6023,0.7708,3426,3286,appariée,H:01-PLANS - 14:90,IA:E201:17,Aéroconvecteur 2000W,31.7
humain,01-PLANS - 14,E201,RWF 2000W,3786,4673,0.4586,0.7548,2609,3218,appariée,H:01-PLANS - 14:91,IA:E201:15,Aéroconvecteur 2000W,36.5
humain,01-PLANS - 14,E201,RWF 2000W,5830,3961,0.7062,0.6398,4017,2727,appariée,H:01-PLANS - 14:92,IA:E201:18,Aéroconvecteur 2000W,15.4
humain,01-PLANS - 14,E201,RWF 1250W,6526,1832,0.7906,0.2959,4497,1259,appariée,H:01-PLANS - 14:93,IA:E201:699,Sectionneur,46.3
humain,01-PLANS - 14,E201,TH,4309,1796,0.5220,0.2901,2969,1234,appariée,H:01-PLANS - 14:94,IA:E201:764,Thermostat,3.9
humain,01-PLANS - 14,E201,TH,4436,1948,0.5374,0.3147,3056,1339,appariée,H:01-PLANS - 14:95,IA:E201:762,Thermostat,2.6
humain,01-PLANS - 14,E201,TH,4298,2186,0.5207,0.3531,2961,1503,appariée,H:01-PLANS - 14:96,IA:E201:761,Thermostat,4.1
humain,01-PLANS - 14,E201,TH,4519,2132,0.5474,0.3444,3114,1466,appariée,H:01-PLANS - 14:97,IA:E201:763,Thermostat,3.2
humain,01-PLANS - 14,E201,TH,4714,2039,0.5710,0.3293,3248,1402,appariée,H:01-PLANS - 14:98,IA:E201:766,Thermostat,3.3
humain,01-PLANS - 14,E201,TH,4703,1781,0.5697,0.2877,3240,1224,appariée,H:01-PLANS - 14:99,IA:E201:765,Thermostat,4.9
humain,01-PLANS - 14,E201,TH,5112,1797,0.6193,0.2903,3522,1235,appariée,H:01-PLANS - 14:100,IA:E201:772,Thermostat,3.2
humain,01-PLANS - 14,E201,TH,5387,1835,0.6526,0.2964,3712,1261,appariée,H:01-PLANS - 14:101,IA:E201:773,Thermostat,5.0
humain,01-PLANS - 14,E201,TH,5392,1989,0.6532,0.3213,3715,1367,appariée,H:01-PLANS - 14:102,IA:E201:774,Thermostat,4.7
humain,01-PLANS - 14,E201,TH,5647,1794,0.6841,0.2898,3891,1233,appariée,H:01-PLANS - 14:103,IA:E201:769,Thermostat,5.6
humain,01-PLANS - 14,E201,TH,5651,2029,0.6846,0.3277,3894,1395,appariée,H:01-PLANS - 14:104,IA:E201:770,Thermostat,3.3
humain,01-PLANS - 14,E201,TH,5854,1793,0.7091,0.2896,4034,1232,appariée,H:01-PLANS - 14:105,IA:E201:771,Thermostat,3.0
humain,01-PLANS - 14,E201,TH,6190,1985,0.7498,0.3206,4265,1364,appariée,H:01-PLANS - 14:106,IA:E201:775,Thermostat,3.6
humain,01-PLANS - 14,E201,TH,6330,2040,0.7668,0.3295,4362,1402,appariée,H:01-PLANS - 14:107,IA:E201:776,Thermostat,2.7
humain,01-PLANS - 14,E201,TH,6544,2277,0.7927,0.3678,4509,1566,appariée,H:01-PLANS - 14:108,IA:E201:747,Thermostat,5.6
humain,01-PLANS - 14,E201,TH,6355,2335,0.7698,0.3772,4379,1606,appariée,H:01-PLANS - 14:109,IA:E201:746,Thermostat,2.5
humain,01-PLANS - 14,E201,TH,6278,2565,0.7605,0.4143,4326,1764,appariée,H:01-PLANS - 14:110,IA:E201:745,Thermostat,4.9
humain,01-PLANS - 14,E201,TH,6084,2435,0.7370,0.3933,4192,1675,appariée,H:01-PLANS - 14:111,IA:E201:743,Thermostat,4.4
humain,01-PLANS - 14,E201,TH,6020,2591,0.7293,0.4185,4148,1782,appariée,H:01-PLANS - 14:112,IA:E201:742,Thermostat,4.4
humain,01-PLANS - 14,E201,TH,5811,2567,0.7039,0.4146,4004,1766,appariée,H:01-PLANS - 14:113,IA:E201:741,Thermostat,6.1
humain,01-PLANS - 14,E201,TH,5768,2347,0.6987,0.3791,3974,1614,appariée,H:01-PLANS - 14:114,IA:E201:740,Thermostat,4.0
humain,01-PLANS - 14,E201,TH,6181,2262,0.7488,0.3654,4259,1555,appariée,H:01-PLANS - 14:115,IA:E201:744,Thermostat,7.7
humain,01-PLANS - 14,E201,TH,5481,2394,0.6640,0.3867,3777,1646,appariée,H:01-PLANS - 14:116,IA:E201:752,Thermostat,5.8
humain,01-PLANS - 14,E201,TH,5477,2607,0.6635,0.4211,3774,1793,appariée,H:01-PLANS - 14:117,IA:E201:751,Thermostat,4.4
humain,01-PLANS - 14,E201,TH,4858,2466,0.5885,0.3983,3347,1696,appariée,H:01-PLANS - 14:118,IA:E201:748,Thermostat,2.0
humain,01-PLANS - 14,E201,TH,4809,2564,0.5826,0.4141,3314,1764,appariée,H:01-PLANS - 14:119,IA:E201:750,Thermostat,1.5
humain,01-PLANS - 14,E201,TH,4657,2370,0.5641,0.3828,3209,1630,appariée,H:01-PLANS - 14:120,IA:E201:268,Prise double,34.8
humain,01-PLANS - 14,E201,TH,4005,3938,0.4852,0.6361,2759,2711,appariée,H:01-PLANS - 14:121,IA:E201:522,Prise réfrigérateur,70.2
humain,01-PLANS - 14,E201,TH,3976,4219,0.4816,0.6815,2740,2905,appariée,H:01-PLANS - 14:122,IA:E201:401,Prise double,34.3
humain,01-PLANS - 14,E201,TH,3739,4120,0.4529,0.6655,2576,2836,appariée,H:01-PLANS - 14:123,IA:E201:756,Thermostat,2.8
humain,01-PLANS - 14,E201,TH,4265,3859,0.5167,0.6233,2939,2656,appariée,H:01-PLANS - 14:124,IA:E201:767,Thermostat,5.0
humain,01-PLANS - 14,E201,TH,4219,4106,0.5111,0.6632,2907,2827,appariée,H:01-PLANS - 14:125,IA:E201:768,Thermostat,1.4
humain,01-PLANS - 14,E201,TH,4654,3854,0.5638,0.6225,3207,2653,appariée,H:01-PLANS - 14:126,IA:E201:759,Thermostat,5.4
humain,01-PLANS - 14,E201,TH,4709,4098,0.5704,0.6619,3245,2821,appariée,H:01-PLANS - 14:127,IA:E201:760,Thermostat,2.9
humain,01-PLANS - 14,E201,TH,5498,3884,0.6660,0.6274,3788,2674,appariée,H:01-PLANS - 14:128,IA:E201:784,Thermostat,3.6
humain,01-PLANS - 14,E201,TH,5414,3968,0.6558,0.6409,3730,2731,appariée,H:01-PLANS - 14:129,IA:E201:782,Thermostat,5.8
humain,01-PLANS - 14,E201,TH,5765,4109,0.6984,0.6637,3972,2829,appariée,H:01-PLANS - 14:130,IA:E201:785,Thermostat,3.6
humain,01-PLANS - 14,E201,TH,5795,4447,0.7020,0.7183,3993,3062,appariée,H:01-PLANS - 14:131,IA:E201:788,Thermostat,4.3
humain,01-PLANS - 14,E201,TH,6000,4447,0.7268,0.7183,4134,3062,appariée,H:01-PLANS - 14:132,IA:E201:789,Thermostat,4.6
